OBJECTID,FID_OutputLines,FID_Intersections
21128,7370,35138
21129,7370,35139
21130,7370,35140
21131,7371,45345
21132,7371,45346
21133,7371,45347
21134,7371,45348
21135,7372,45721
21136,7372,45722
21137,7372,45723
21138,7372,45724
21139,7374,47921
21140,7374,47922
21141,7374,47923
21142,7374,47924
21143,7375,49829
21144,7375,49830
21145,7375,49831
21146,7375,49832
21147,7376,51965
21148,7376,51966
21149,7376,51967
21150,7376,51968
21151,7378,35381
21152,7378,35382
21153,7378,35383
21154,7378,35384
21155,7379,35441
21156,7379,35442
21157,7379,35443
21158,7379,35444
21159,7380,45021
21160,7380,45022
21161,7380,45023
21162,7380,45024
21163,7381,37709
21164,7381,37710
21165,7381,37711
21166,7381,37712
21167,7382,37737
21168,7382,37738
21169,7382,37739
21170,7382,37740
21171,7383,41089
21172,7383,41090
21173,7383,41091
21174,7383,41092
21175,7384,45381
21176,7384,45382
21177,7384,45383
21178,7384,45384
21179,7385,35069
21180,7385,35070
21181,7385,35071
21182,7385,35072
21183,7387,43905
21184,7387,43906
21185,7387,43907
21186,7387,43908
21187,7389,40833
21188,7389,40834
21189,7389,40835
21190,7389,40836
21191,7390,51693
21192,7390,51694
21193,7390,51695
21194,7390,51696
21195,7392,35201
21196,7392,35202
21197,7392,35203
21198,7392,35204
21199,7394,45417
21200,7394,45418
21201,7394,45419
21202,7394,45420
21203,7397,35037
21204,7397,35038
21205,7397,35039
21206,7397,35040
21207,7398,35093
21208,7398,35094
21209,7398,35095
21210,7398,35096
21211,7402,45465
21212,7402,45466
21213,7402,45467
21214,7402,45468
21215,7403,45489
21216,7403,45490
21217,7403,45491
21218,7403,45492
21219,7405,45473
21220,7405,45474
21221,7405,45475
21222,7405,45476
21223,7406,46441
21224,7406,46442
21225,7406,46443
21226,7406,46444
21227,7407,52125
21228,7407,52126
21229,7407,52127
21230,7407,52128
21231,7409,38165
21232,7409,38166
21233,7409,38167
21234,7409,38168
21235,7412,46461
21236,7412,46462
21237,7412,46463
21238,7412,46464
21239,7421,37469
21240,7421,37470
21241,7421,37471
21242,7421,37472
21243,7422,49977
21244,7422,49978
21245,7422,49979
21246,7422,49980
21247,7466,43397
21248,7466,43398
21249,7466,43399
21250,7466,43400
21251,7468,34989
21252,7468,34990
21253,7468,34991
21254,7468,34992
21255,7469,34821
21256,7469,34822
21257,7469,34823
21258,7469,34824
21259,7471,49961
21260,7471,49962
21261,7471,49963
21262,7471,49964
21263,7473,49821
21264,7473,49822
21265,7473,49823
21266,7473,49824
21267,7474,40821
21268,7474,40822
21269,7474,40823
21270,7474,40824
21271,7476,49825
21272,7476,49826
21273,7476,49827
21274,7476,49828
21275,7481,49817
21276,7481,49818
21277,7481,49819
21278,7481,49820
21279,7485,51937
21280,7485,51938
21281,7485,51939
21282,7485,51940
21283,7487,34529
21284,7487,34530
21285,7487,34531
21286,7487,34532
21287,7488,44449
21288,7488,44450
21289,7488,44451
21290,7488,44452
21291,7492,48337
21292,7492,48338
21293,7492,48339
21294,7492,48340
21295,7493,50109
21296,7493,50110
21297,7493,50111
21298,7493,50112
21299,7494,35517
21300,7494,35518
21301,7494,35519
21302,7494,35520
21303,7495,40969
21304,7495,40970
21305,7495,40971
21306,7495,40972
21307,7496,43169
21308,7496,43170
21309,7496,43171
21310,7496,43172
21311,7504,48537
21312,7504,48538
21313,7504,48539
21314,7504,48540
21315,7505,50409
21316,7505,50410
21317,7505,50411
21318,7505,50412
21319,7510,48525
21320,7510,48526
21321,7510,48527
21322,7510,48528
21323,7515,48529
21324,7515,48530
21325,7515,48531
21326,7515,48532
21327,7518,42201
21328,7518,42202
21329,7518,42203
21330,7518,42204
21331,7520,41629
21332,7520,41630
21333,7520,41631
21334,7520,41632
21335,7521,52009
21336,7521,52010
21337,7521,52011
21338,7521,52012
21339,7522,46693
21340,7522,46694
21341,7522,46695
21342,7522,46696
21343,7523,50361
21344,7523,50362
21345,7523,50363
21346,7523,50364
21347,7524,34545
21348,7524,34546
21349,7524,34547
21350,7524,34548
21351,7525,39429
21352,7525,39430
21353,7525,39431
21354,7525,39432
21355,7526,40045
21356,7526,40046
21357,7526,40047
21358,7526,40048
21359,7527,47569
21360,7527,47570
21361,7527,47571
21362,7527,47572
21363,7528,48569
21364,7528,48570
21365,7528,48571
21366,7528,48572
21367,7529,49541
21368,7529,49542
21369,7529,49543
21370,7529,49544
21371,7530,50033
21372,7530,50034
21373,7530,50035
21374,7530,50036
21375,7532,46625
21376,7532,46626
21377,7532,46627
21378,7532,46628
21379,7533,45933
21380,7533,45934
21381,7533,45935
21382,7533,45936
21383,7534,40073
21384,7534,40074
21385,7534,40075
21386,7534,40076
21387,7537,49537
21388,7537,49538
21389,7537,49539
21390,7537,49540
21391,7538,50029
21392,7538,50030
21393,7538,50031
21394,7538,50032
21395,7547,52029
21396,7547,52030
21397,7547,52031
21398,7547,52032
21399,7550,52033
21400,7550,52034
21401,7550,52035
21402,7550,52036
21403,7556,37101
21404,7556,37102
21405,7556,37103
21406,7556,37104
21407,7557,37793
21408,7557,37794
21409,7557,37795
21410,7557,37796
21411,7558,37329
21412,7558,37330
21413,7558,37331
21414,7558,37332
21415,7560,45245
21416,7560,45246
21417,7560,45247
21418,7560,45248
21419,7561,42273
21420,7561,42274
21421,7561,42275
21422,7561,42276
21423,7563,47705
21424,7563,47706
21425,7563,47707
21426,7563,47708
21427,7564,51521
21428,7564,51522
21429,7564,51523
21430,7564,51524
21431,7570,37561
21432,7570,37562
21433,7570,37563
21434,7570,37564
21435,7573,42993
21436,7573,42994
21437,7573,42995
21438,7573,42996
21439,7574,43629
21440,7574,43630
21441,7574,43631
21442,7574,43632
21443,7575,46013
21444,7575,46014
21445,7575,46015
21446,7575,46016
21447,7576,48125
21448,7576,48126
21449,7576,48127
21450,7576,48128
21451,7577,47753
21452,7577,47754
21453,7577,47755
21454,7577,47756
21455,7579,50381
21456,7579,50382
21457,7579,50383
21458,7579,50384
21459,7580,51621
21460,7580,51622
21461,7580,51623
21462,7580,51624
21463,7581,51873
21464,7581,51874
21465,7581,51875
21466,7581,51876
21467,7582,34861
21468,7582,34862
21469,7582,34863
21470,7582,34864
21471,7584,45769
21472,7584,45770
21473,7584,45771
21474,7584,45772
21475,7590,35153
21476,7590,35154
21477,7590,35155
21478,7590,35156
21479,7591,41021
21480,7591,41022
21481,7591,41023
21482,7591,41024
21483,7593,41073
21484,7593,41074
21485,7593,41075
21486,7593,41076
21487,7594,35081
21488,7594,35082
21489,7594,35083
21490,7594,35084
21491,7595,35157
21492,7595,35158
21493,7595,35159
21494,7595,35160
21495,7596,41025
21496,7596,41026
21497,7596,41027
21498,7596,41028
21499,7598,41077
21500,7598,41078
21501,7598,41079
21502,7598,41080
21503,7599,35085
21504,7599,35086
21505,7599,35087
21506,7599,35088
21507,7601,35149
21508,7601,35150
21509,7601,35151
21510,7601,35152
21511,7602,38021
21512,7602,38022
21513,7602,38023
21514,7602,38024
21515,7605,38009
21516,7605,38010
21517,7605,38011
21518,7605,38012
21519,7606,35061
21520,7606,35062
21521,7606,35063
21522,7606,35064
21523,7607,45805
21524,7607,45806
21525,7607,45807
21526,7607,45808
21527,7608,35141
21528,7608,35142
21529,7608,35143
21530,7608,35144
21531,7611,45333
21532,7611,45334
21533,7611,45335
21534,7611,45336
21535,7612,37693
21536,7612,37694
21537,7612,37695
21538,7612,37696
21539,7613,41109
21540,7613,41110
21541,7613,41111
21542,7613,41112
21543,7616,45365
21544,7616,45366
21545,7616,45367
21546,7616,45368
21547,7618,43889
21548,7618,43890
21549,7618,43891
21550,7618,43892
21551,7619,37189
21552,7619,37190
21553,7619,37191
21554,7619,37192
21555,7620,37913
21556,7620,37914
21557,7620,37915
21558,7620,37916
21559,7621,39061
21560,7621,39062
21561,7621,39063
21562,7621,39064
21563,7622,45673
21564,7622,45674
21565,7622,45675
21566,7622,45676
21567,7623,45809
21568,7623,45810
21569,7623,45811
21570,7623,45812
21571,7624,38089
21572,7624,38090
21573,7624,38091
21574,7624,38092
21575,7626,36521
21576,7626,36522
21577,7626,36523
21578,7626,36524
21579,7627,36929
21580,7627,36930
21581,7627,36931
21582,7627,36932
21583,7628,38877
21584,7628,38878
21585,7628,38879
21586,7628,38880
21587,7629,39421
21588,7629,39422
21589,7629,39423
21590,7629,39424
21591,7630,45601
21592,7630,45602
21593,7630,45603
21594,7630,45604
21595,7631,49429
21596,7631,49430
21597,7631,49431
21598,7631,49432
21599,7634,35641
21600,7634,35642
21601,7634,35643
21602,7634,35644
21603,7635,38093
21604,7635,38094
21605,7635,38095
21606,7635,38096
21607,7636,50453
21608,7636,50454
21609,7636,50455
21610,7636,50456
21611,7637,36309
21612,7637,36310
21613,7637,36311
21614,7637,36312
21615,7638,36933
21616,7638,36934
21617,7638,36935
21618,7638,36936
21619,7639,38881
21620,7639,38882
21621,7639,38883
21622,7639,38884
21623,7640,39425
21624,7640,39426
21625,7640,39427
21626,7640,39428
21627,7642,49357
21628,7642,49358
21629,7642,49359
21630,7642,49360
21631,7643,50149
21632,7643,50150
21633,7643,50151
21634,7643,50152
21635,7644,56897
21636,7644,56898
21637,7644,56899
21638,7644,56900
21639,7646,43469
21640,7646,43470
21641,7646,43471
21642,7646,43472
21643,7648,51957
21644,7648,51958
21645,7648,51959
21646,7648,51960
21647,7649,35429
21648,7649,35430
21649,7649,35431
21650,7649,35432
21651,7650,44997
21652,7650,44998
21653,7650,44999
21654,7650,45000
21655,7653,50241
21656,7653,50242
21657,7653,50243
21658,7653,50244
21659,7662,38145
21660,7662,38146
21661,7662,38147
21662,7662,38148
21663,7663,43501
21664,7663,43502
21665,7663,43503
21666,7663,43504
21667,7664,48385
21668,7664,48386
21669,7664,48387
21670,7664,48388
21671,7665,50185
21672,7665,50186
21673,7665,50187
21674,7665,50188
21675,7666,52157
21676,7666,52158
21677,7666,52159
21678,7666,52160
21679,7669,43505
21680,7669,43506
21681,7669,43507
21682,7669,43508
21683,7670,48389
21684,7670,48390
21685,7670,48391
21686,7670,48392
21687,7671,50189
21688,7671,50190
21689,7671,50191
21690,7671,50192
21691,7672,52173
21692,7672,52174
21693,7672,52175
21694,7672,52176
21695,7673,35589
21696,7673,35590
21697,7673,35591
21698,7673,35592
21699,7674,38157
21700,7674,38158
21701,7674,38159
21702,7674,38160
21703,7675,43525
21704,7675,43526
21705,7675,43527
21706,7675,43528
21707,7677,48421
21708,7677,48422
21709,7677,48423
21710,7677,48424
21711,7679,52165
21712,7679,52166
21713,7679,52167
21714,7679,52168
21715,7680,45865
21716,7680,45866
21717,7680,45867
21718,7680,45868
21719,7681,43497
21720,7681,43498
21721,7681,43499
21722,7681,43500
21723,7683,48413
21724,7683,48414
21725,7683,48415
21726,7683,48416
21727,7684,34565
21728,7684,34566
21729,7684,34567
21730,7684,34568
21731,7686,45941
21732,7686,45942
21733,7686,45943
21734,7686,45944
21735,7692,35565
21736,7692,35566
21737,7692,35567
21738,7692,35568
21739,7693,41149
21740,7693,41150
21741,7693,41151
21742,7693,41152
21743,7694,45073
21744,7694,45074
21745,7694,45075
21746,7694,45076
21747,7697,41177
21748,7697,41178
21749,7697,41179
21750,7697,41180
21751,7698,39057
21752,7698,39058
21753,7698,39059
21754,7698,39060
21755,7701,45597
21756,7701,45598
21757,7701,45599
21758,7701,45600
21759,7702,49425
21760,7702,49426
21761,7702,49427
21762,7702,49428
21763,7703,37185
21764,7703,37186
21765,7703,37187
21766,7703,37188
21767,7704,44305
21768,7704,44306
21769,7704,44307
21770,7704,44308
21771,7705,39053
21772,7705,39054
21773,7705,39055
21774,7705,39056
21775,7706,50237
21776,7706,50238
21777,7706,50239
21778,7706,50240
21779,7707,50273
21780,7707,50274
21781,7707,50275
21782,7707,50276
21783,7709,36517
21784,7709,36518
21785,7709,36519
21786,7709,36520
21787,7711,50765
21788,7711,50766
21789,7711,50767
21790,7711,50768
21791,7714,37317
21792,7714,37318
21793,7714,37319
21794,7714,37320
21795,7715,51529
21796,7715,51530
21797,7715,51531
21798,7715,51532
21799,7717,47733
21800,7717,47734
21801,7717,47735
21802,7717,47736
21803,7722,47757
21804,7722,47758
21805,7722,47759
21806,7722,47760
21807,7724,47893
21808,7724,47894
21809,7724,47895
21810,7724,47896
21811,7727,51481
21812,7727,51482
21813,7727,51483
21814,7727,51484
21815,7730,37277
21816,7730,37278
21817,7730,37279
21818,7730,37280
21819,7731,51517
21820,7731,51518
21821,7731,51519
21822,7731,51520
21823,7732,37549
21824,7732,37550
21825,7732,37551
21826,7732,37552
21827,7734,42981
21828,7734,42982
21829,7734,42983
21830,7734,42984
21831,7736,46009
21832,7736,46010
21833,7736,46011
21834,7736,46012
21835,7737,47749
21836,7737,47750
21837,7737,47751
21838,7737,47752
21839,7740,51609
21840,7740,51610
21841,7740,51611
21842,7740,51612
21843,7741,51473
21844,7741,51474
21845,7741,51475
21846,7741,51476
21847,7744,37557
21848,7744,37558
21849,7744,37559
21850,7744,37560
21851,7745,42989
21852,7745,42990
21853,7745,42991
21854,7745,42992
21855,7746,43633
21856,7746,43634
21857,7746,43635
21858,7746,43636
21859,7747,51613
21860,7747,51614
21861,7747,51615
21862,7747,51616
21863,7751,37109
21864,7751,37110
21865,7751,37111
21866,7751,37112
21867,7752,37801
21868,7752,37802
21869,7752,37803
21870,7752,37804
21871,7753,45237
21872,7753,45238
21873,7753,45239
21874,7753,45240
21875,7755,47713
21876,7755,47714
21877,7755,47715
21878,7755,47716
21879,7756,48133
21880,7756,48134
21881,7756,48135
21882,7756,48136
21883,7757,48493
21884,7757,48494
21885,7757,48495
21886,7757,48496
21887,7758,51881
21888,7758,51882
21889,7758,51883
21890,7758,51884
21891,7760,37105
21892,7760,37106
21893,7760,37107
21894,7760,37108
21895,7761,37797
21896,7761,37798
21897,7761,37799
21898,7761,37800
21899,7762,45197
21900,7762,45198
21901,7762,45199
21902,7762,45200
21903,7763,47709
21904,7763,47710
21905,7763,47711
21906,7763,47712
21907,7765,48129
21908,7765,48130
21909,7765,48131
21910,7765,48132
21911,7766,51877
21912,7766,51878
21913,7766,51879
21914,7766,51880
21915,7823,36125
21916,7823,36126
21917,7823,36127
21918,7823,36128
21919,7829,36569
21920,7829,36570
21921,7829,36571
21922,7829,36572
21923,7831,50813
21924,7831,50814
21925,7831,50815
21926,7831,50816
21927,7832,36645
21928,7832,36646
21929,7832,36647
21930,7832,36648
21931,7834,41685
21932,7834,41686
21933,7834,41687
21934,7834,41688
21935,7836,44353
21936,7836,44354
21937,7836,44355
21938,7836,44356
21939,7837,33845
21940,7837,33846
21941,7837,33847
21942,7837,33848
21943,7838,36617
21944,7838,36618
21945,7838,36619
21946,7838,36620
21947,7841,50925
21948,7841,50926
21949,7841,50927
21950,7841,50928
21951,7842,39221
21952,7842,39222
21953,7842,39223
21954,7842,39224
21955,7843,39513
21956,7843,39514
21957,7843,39515
21958,7843,39516
21959,7844,41689
21960,7844,41690
21961,7844,41691
21962,7844,41692
21963,7847,50921
21964,7847,50922
21965,7847,50923
21966,7847,50924
21967,7848,39217
21968,7848,39218
21969,7848,39219
21970,7848,39220
21971,7849,39509
21972,7849,39510
21973,7849,39511
21974,7849,39512
21975,7850,41705
21976,7850,41706
21977,7850,41707
21978,7850,41708
21979,7852,56901
21980,7852,56902
21981,7852,56903
21982,7852,56904
21983,7853,36749
21984,7853,36750
21985,7853,36751
21986,7853,36752
21987,7854,44613
21988,7854,44614
21989,7854,44615
21990,7854,44616
21991,7855,33549
21992,7855,33550
21993,7855,33551
21994,7855,33552
21995,7858,41773
21996,7858,41774
21997,7858,41775
21998,7858,41776
21999,7864,44429
22000,7864,44430
22001,7864,44431
22002,7864,44432
22003,7866,44481
22004,7866,44482
22005,7866,44483
22006,7866,44484
22007,7887,34341
22008,7887,34342
22009,7887,34343
22010,7887,34344
22011,7888,41393
22012,7888,41394
22013,7888,41395
22014,7888,41396
22015,7894,33825
22016,7894,33826
22017,7894,33827
22018,7894,33828
22019,7895,38085
22020,7895,38086
22021,7895,38087
22022,7895,38088
22023,7896,41625
22024,7896,41626
22025,7896,41627
22026,7896,41628
22027,7897,46689
22028,7897,46690
22029,7897,46691
22030,7897,46692
22031,7898,34477
22032,7898,34478
22033,7898,34479
22034,7898,34480
22035,7900,41201
22036,7900,41202
22037,7900,41203
22038,7900,41204
22039,7901,42685
22040,7901,42686
22041,7901,42687
22042,7901,42688
22043,7903,36389
22044,7903,36390
22045,7903,36391
22046,7903,36392
22047,7905,41617
22048,7905,41618
22049,7905,41619
22050,7905,41620
22051,7907,49593
22052,7907,49594
22053,7907,49595
22054,7907,49596
22055,7908,49533
22056,7908,49534
22057,7908,49535
22058,7908,49536
22059,7910,46677
22060,7910,46678
22061,7910,46679
22062,7910,46680
22063,7915,33813
22064,7915,33814
22065,7915,33815
22066,7915,33816
22067,7916,37141
22068,7916,37142
22069,7916,37143
22070,7916,37144
22071,7917,41609
22072,7917,41610
22073,7917,41611
22074,7917,41612
22075,7918,43609
22076,7918,43610
22077,7918,43611
22078,7918,43612
22079,7919,44285
22080,7919,44286
22081,7919,44287
22082,7919,44288
22083,7920,38969
22084,7920,38970
22085,7920,38971
22086,7920,38972
22087,7921,46653
22088,7921,46654
22089,7921,46655
22090,7921,46656
22091,7922,50213
22092,7922,50214
22093,7922,50215
22094,7922,50216
22095,7923,50261
22096,7923,50262
22097,7923,50263
22098,7923,50264
22099,7925,52181
22100,7925,52182
22101,7925,52183
22102,7925,52184
22103,7926,34457
22104,7926,34458
22105,7926,34459
22106,7926,34460
22107,7928,36457
22108,7928,36458
22109,7928,36459
22110,7928,36460
22111,7929,38221
22112,7929,38222
22113,7929,38223
22114,7929,38224
22115,7930,39377
22116,7930,39378
22117,7930,39379
22118,7930,39380
22119,7932,47549
22120,7932,47550
22121,7932,47551
22122,7932,47552
22123,7933,49577
22124,7933,49578
22125,7933,49579
22126,7933,49580
22127,7934,49517
22128,7934,49518
22129,7934,49519
22130,7934,49520
22131,7935,50325
22132,7935,50326
22133,7935,50327
22134,7935,50328
22135,7936,36357
22136,7936,36358
22137,7936,36359
22138,7936,36360
22139,7937,39577
22140,7937,39578
22141,7937,39579
22142,7937,39580
22143,7939,34533
22144,7939,34534
22145,7939,34535
22146,7939,34536
22147,7940,40041
22148,7940,40042
22149,7940,40043
22150,7940,40044
22151,7941,44441
22152,7941,44442
22153,7941,44443
22154,7941,44444
22155,7942,49521
22156,7942,49522
22157,7942,49523
22158,7942,49524
22159,7944,51313
22160,7944,51314
22161,7944,51315
22162,7944,51316
22163,7945,46621
22164,7945,46622
22165,7945,46623
22166,7945,46624
22167,7946,40065
22168,7946,40066
22169,7946,40067
22170,7946,40068
22171,7948,51337
22172,7948,51338
22173,7948,51339
22174,7948,51340
22175,7950,42693
22176,7950,42694
22177,7950,42695
22178,7950,42696
22179,7955,40121
22180,7955,40122
22181,7955,40123
22182,7955,40124
22183,7958,51341
22184,7958,51342
22185,7958,51343
22186,7958,51344
22187,7960,40497
22188,7960,40498
22189,7960,40499
22190,7960,40500
22191,7962,42901
22192,7962,42902
22193,7962,42903
22194,7962,42904
22195,7967,42793
22196,7967,42794
22197,7967,42795
22198,7967,42796
22199,7971,46381
22200,7971,46382
22201,7971,46383
22202,7971,46384
22203,7975,40517
22204,7975,40518
22205,7975,40519
22206,7975,40520
22207,7979,40521
22208,7979,40522
22209,7979,40523
22210,7979,40524
22211,7982,51589
22212,7982,51590
22213,7982,51591
22214,7982,51592
22215,7988,42945
22216,7988,42946
22217,7988,42947
22218,7988,42948
22219,7990,37489
22220,7990,37490
22221,7990,37491
22222,7990,37492
22223,7991,42941
22224,7991,42942
22225,7991,42943
22226,7991,42944
22227,7993,42957
22228,7993,42958
22229,7993,42959
22230,7993,42960
22231,7998,37537
22232,7998,37538
22233,7998,37539
22234,7998,37540
22235,7999,40545
22236,7999,40546
22237,7999,40547
22238,7999,40548
22239,8004,43389
22240,8004,43390
22241,8004,43391
22242,8004,43392
22243,8005,34981
22244,8005,34982
22245,8005,34983
22246,8005,34984
22247,8006,52017
22248,8006,52018
22249,8006,52019
22250,8006,52020
22251,8009,45341
22252,8009,45342
22253,8009,45343
22254,8009,45344
22255,8011,47913
22256,8011,47914
22257,8011,47915
22258,8011,47916
22259,8012,37705
22260,8012,37706
22261,8012,37707
22262,8012,37708
22263,8013,37729
22264,8013,37730
22265,8013,37731
22266,8013,37732
22267,8014,41085
22268,8014,41086
22269,8014,41087
22270,8014,41088
22271,8015,45373
22272,8015,45374
22273,8015,45375
22274,8015,45376
22275,8017,43901
22276,8017,43902
22277,8017,43903
22278,8017,43904
22279,8022,35065
22280,8022,35066
22281,8022,35067
22282,8022,35068
22283,8023,35297
22284,8023,35298
22285,8023,35299
22286,8023,35300
22287,8024,40649
22288,8024,40650
22289,8024,40651
22290,8024,40652
22291,8043,43213
22292,8043,43214
22293,8043,43215
22294,8043,43216
22295,8045,48121
22296,8045,48122
22297,8045,48123
22298,8045,48124
22299,8047,34877
22300,8047,34878
22301,8047,34879
22302,8047,34880
22303,8061,37485
22304,8061,37486
22305,8061,37487
22306,8061,37488
22307,8062,45693
22308,8062,45694
22309,8062,45695
22310,8062,45696
22311,8078,49989
22312,8078,49990
22313,8078,49991
22314,8078,49992
22315,8080,40829
22316,8080,40830
22317,8080,40831
22318,8080,40832
22319,8088,35321
22320,8088,35322
22321,8088,35323
22322,8088,35324
22323,8090,40989
22324,8090,40990
22325,8090,40991
22326,8090,40992
22327,8091,35313
22328,8091,35314
22329,8091,35315
22330,8091,35316
22331,8092,40677
22332,8092,40678
22333,8092,40679
22334,8092,40680
22335,8094,39593
22336,8094,39594
22337,8094,39595
22338,8094,39596
22339,8095,33909
22340,8095,33910
22341,8095,33911
22342,8095,33912
22343,8096,44461
22344,8096,44462
22345,8096,44463
22346,8096,44464
22347,8098,51325
22348,8098,51326
22349,8098,51327
22350,8098,51328
22351,8102,49709
22352,8102,49710
22353,8102,49711
22354,8102,49712
22355,8103,35133
22356,8103,35134
22357,8103,35135
22358,8103,35136
22359,8104,38017
22360,8104,38018
22361,8104,38019
22362,8104,38020
22363,8108,37997
22364,8108,37998
22365,8108,37999
22366,8108,38000
22367,8109,35041
22368,8109,35042
22369,8109,35043
22370,8109,35044
22371,8118,41585
22372,8118,41586
22373,8118,41587
22374,8118,41588
22375,8125,46665
22376,8125,46666
22377,8125,46667
22378,8125,46668
22379,8126,50353
22380,8126,50354
22381,8126,50355
22382,8126,50356
22383,8127,39409
22384,8127,39410
22385,8127,39411
22386,8127,39412
22387,8129,47557
22388,8129,47558
22389,8129,47559
22390,8129,47560
22391,8130,48561
22392,8130,48562
22393,8130,48563
22394,8130,48564
22395,8131,50321
22396,8131,50322
22397,8131,50323
22398,8131,50324
22399,8134,45741
22400,8134,45742
22401,8134,45743
22402,8134,45744
22403,8135,46725
22404,8135,46726
22405,8135,46727
22406,8135,46728
22407,8136,34513
22408,8136,34514
22409,8136,34515
22410,8136,34516
22411,8137,47589
22412,8137,47590
22413,8137,47591
22414,8137,47592
22415,8141,34553
22416,8141,34554
22417,8141,34555
22418,8141,34556
22419,8144,43597
22420,8144,43598
22421,8144,43599
22422,8144,43600
22423,8145,49557
22424,8145,49558
22425,8145,49559
22426,8145,49560
22427,8146,46597
22428,8146,46598
22429,8146,46599
22430,8146,46600
22431,8147,45929
22432,8147,45930
22433,8147,45931
22434,8147,45932
22435,8148,40081
22436,8148,40082
22437,8148,40083
22438,8148,40084
22439,8168,48317
22440,8168,48318
22441,8168,48319
22442,8168,48320
22443,8169,50081
22444,8169,50082
22445,8169,50083
22446,8169,50084
22447,8171,35477
22448,8171,35478
22449,8171,35479
22450,8171,35480
22451,8172,40937
22452,8172,40938
22453,8172,40939
22454,8172,40940
22455,8173,43117
22456,8173,43118
22457,8173,43119
22458,8173,43120
22459,8177,48297
22460,8177,48298
22461,8177,48299
22462,8177,48300
22463,8180,38005
22464,8180,38006
22465,8180,38007
22466,8180,38008
22467,8184,38001
22468,8184,38002
22469,8184,38003
22470,8184,38004
22471,8185,35057
22472,8185,35058
22473,8185,35059
22474,8185,35060
22475,8187,37897
22476,8187,37898
22477,8187,37899
22478,8187,37900
22479,8189,36481
22480,8189,36482
22481,8189,36483
22482,8189,36484
22483,8190,45573
22484,8190,45574
22485,8190,45575
22486,8190,45576
22487,8195,38037
22488,8195,38038
22489,8195,38039
22490,8195,38040
22491,8196,37133
22492,8196,37134
22493,8196,37135
22494,8196,37136
22495,8197,37849
22496,8197,37850
22497,8197,37851
22498,8197,37852
22499,8198,38981
22500,8198,38982
22501,8198,38983
22502,8198,38984
22503,8200,48313
22504,8200,48314
22505,8200,48315
22506,8200,48316
22507,8201,50077
22508,8201,50078
22509,8201,50079
22510,8201,50080
22511,8202,35473
22512,8202,35474
22513,8202,35475
22514,8202,35476
22515,8203,36437
22516,8203,36438
22517,8203,36439
22518,8203,36440
22519,8204,36877
22520,8204,36878
22521,8204,36879
22522,8204,36880
22523,8206,39361
22524,8206,39362
22525,8206,39363
22526,8206,39364
22527,8207,45537
22528,8207,45538
22529,8207,45539
22530,8207,45540
22531,8208,49369
22532,8208,49370
22533,8208,49371
22534,8208,49372
22535,8209,36345
22536,8209,36346
22537,8209,36347
22538,8209,36348
22539,8212,35593
22540,8212,35594
22541,8212,35595
22542,8212,35596
22543,8213,38161
22544,8213,38162
22545,8213,38163
22546,8213,38164
22547,8214,43529
22548,8214,43530
22549,8214,43531
22550,8214,43532
22551,8216,48425
22552,8216,48426
22553,8216,48427
22554,8216,48428
22555,8217,52169
22556,8217,52170
22557,8217,52171
22558,8217,52172
22559,8218,38193
22560,8218,38194
22561,8218,38195
22562,8218,38196
22563,8220,45869
22564,8220,45870
22565,8220,45871
22566,8220,45872
22567,8221,52177
22568,8221,52178
22569,8221,52179
22570,8221,52180
22571,8224,43553
22572,8224,43554
22573,8224,43555
22574,8224,43556
22575,8225,43585
22576,8225,43586
22577,8225,43587
22578,8225,43588
22579,8226,48417
22580,8226,48418
22581,8226,48419
22582,8226,48420
22583,8230,36429
22584,8230,36430
22585,8230,36431
22586,8230,36432
22587,8233,37409
22588,8233,37410
22589,8233,37411
22590,8233,37412
22591,8236,45205
22592,8236,45206
22593,8236,45207
22594,8236,45208
22595,8237,35553
22596,8237,35554
22597,8237,35555
22598,8237,35556
22599,8238,45065
22600,8238,45066
22601,8238,45067
22602,8238,45068
22603,8239,48457
22604,8239,48458
22605,8239,48459
22606,8239,48460
22607,8240,50309
22608,8240,50310
22609,8240,50311
22610,8240,50312
22611,8245,45209
22612,8245,45210
22613,8245,45211
22614,8245,45212
22615,8246,47653
22616,8246,47654
22617,8246,47655
22618,8246,47656
22619,8249,45069
22620,8249,45070
22621,8249,45071
22622,8249,45072
22623,8250,48461
22624,8250,48462
22625,8250,48463
22626,8250,48464
22627,8252,37169
22628,8252,37170
22629,8252,37171
22630,8252,37172
22631,8253,44297
22632,8253,44298
22633,8253,44299
22634,8253,44300
22635,8254,39037
22636,8254,39038
22637,8254,39039
22638,8254,39040
22639,8255,50229
22640,8255,50230
22641,8255,50231
22642,8255,50232
22643,8257,50885
22644,8257,50886
22645,8257,50887
22646,8257,50888
22647,8258,35585
22648,8258,35586
22649,8258,35587
22650,8258,35588
22651,8259,36501
22652,8259,36502
22653,8259,36503
22654,8259,36504
22655,8260,39157
22656,8260,39158
22657,8260,39159
22658,8260,39160
22659,8261,46741
22660,8261,46742
22661,8261,46743
22662,8261,46744
22663,8263,50761
22664,8263,50762
22665,8263,50763
22666,8263,50764
22667,8266,44345
22668,8266,44346
22669,8266,44347
22670,8266,44348
22671,8267,39133
22672,8267,39134
22673,8267,39135
22674,8267,39136
22675,8268,50913
22676,8268,50914
22677,8268,50915
22678,8268,50916
22679,8269,36609
