OBJECTID,FID_OutputLines,FID_Intersections
9307,10747,24486
9308,10748,14923
9309,10748,14924
9310,10748,14925
9311,10749,14980
9312,10749,14981
9313,10749,14982
9314,10750,18952
9315,10750,18953
9316,10750,18954
9317,10751,10528
9318,10751,10529
9319,10751,10530
9320,10752,10540
9321,10752,10541
9322,10752,10542
9323,10756,18964
9324,10756,18965
9325,10756,18966
9326,10758,14086
9327,10758,14087
9328,10758,14088
9329,10766,24475
9330,10766,24476
9331,10766,24477
9332,10767,12769
9333,10767,12770
9334,10767,12771
9335,10768,10492
9336,10768,10493
9337,10768,10494
9338,10769,10519
9339,10769,10520
9340,10769,10521
9341,10771,12559
9342,10771,12560
9343,10771,12561
9344,10772,14917
9345,10772,14918
9346,10772,14919
9347,10774,22879
9348,10774,22880
9349,10774,22881
9350,10775,24502
9351,10775,24503
9352,10775,24504
9353,10776,28474
9354,10776,28475
9355,10776,28476
9356,10778,18961
9357,10778,18962
9358,10778,18963
9359,10779,21115
9360,10779,21116
9361,10779,21117
9362,10781,19909
9363,10781,19910
9364,10781,19911
9365,10782,12595
9366,10782,12596
9367,10782,12597
9368,10783,18886
9369,10783,18887
9370,10783,18888
9371,10785,10573
9372,10785,10574
9373,10785,10575
9374,10786,21139
9375,10786,21140
9376,10786,21141
9377,10787,24439
9378,10787,24440
9379,10787,24441
9380,10790,19030
9381,10790,19031
9382,10790,19032
9383,10791,16768
9384,10791,16769
9385,10791,16770
9386,10792,22912
9387,10792,22913
9388,10792,22914
9389,10795,21214
9390,10795,21215
9391,10795,21216
9392,10797,18382
9393,10797,18383
9394,10797,18384
9395,10803,14146
9396,10803,14147
9397,10803,14148
9398,10804,18937
9399,10804,18938
9400,10804,18939
9401,10805,24499
9402,10805,24500
9403,10805,24501
9404,10806,10648
9405,10806,10649
9406,10806,10650
9407,10807,21208
9408,10807,21209
9409,10807,21210
9410,10810,19096
9411,10810,19097
9412,10810,19098
9413,10811,19135
9414,10811,19136
9415,10811,19137
9416,10812,12784
9417,10812,12785
9418,10812,12786
9419,10814,21232
9420,10814,21233
9421,10814,21234
9422,10818,17902
9423,10818,17903
9424,10818,17904
9425,10819,16741
9426,10819,16742
9427,10819,16743
9428,10923,15304
9429,10923,15305
9430,10923,15306
9431,10955,19873
9432,10955,19874
9433,10955,19875
9434,10958,19762
9435,10958,19763
9436,10958,19764
9437,10969,28522
9438,10969,28523
9439,10969,28524
9440,10969,28525
9441,10969,28526
9442,10969,28527
9443,10970,3661
9444,10970,3662
9445,10970,3663
9446,10971,13609
9447,10971,13610
9448,10971,13611
9449,10972,12829
9450,10972,12830
9451,10972,12831
9452,10974,12835
9453,10974,12836
9454,10974,12837
9455,10975,15076
9456,10975,15077
9457,10975,15078
9458,10979,20281
9459,10979,20282
9460,10979,20283
9461,10980,21958
9462,10980,21959
9463,10980,21960
9464,10985,18802
9465,10985,18803
9466,10985,18804
9467,10995,18451
9468,10995,18452
9469,10995,18453
9470,11005,21094
9471,11005,21095
9472,11005,21096
9473,11011,9526
9474,11011,9527
9475,11011,9528
9476,11018,20185
9477,11018,20186
9478,11018,20187
9479,11019,21991
9480,11019,21992
9481,11019,21993
9482,11022,20308
9483,11022,20309
9484,11022,20310
9485,11025,12277
9486,11025,12278
9487,11025,12279
9488,11030,9430
9489,11030,9431
9490,11030,9432
9491,11031,20209
9492,11031,20210
9493,11031,20211
9494,11037,22030
9495,11037,22031
9496,11037,22032
9497,11040,20713
9498,11040,20714
9499,11040,20715
9500,11124,14707
9501,11124,14708
9502,11124,14709
9503,11126,24064
9504,11126,24065
9505,11126,24066
9506,11127,24283
9507,11127,24284
9508,11127,24285
9509,11162,18256
9510,11162,18257
9511,11162,18258
9512,11164,10633
9513,11164,10634
9514,11164,10635
9515,11165,15022
9516,11165,15023
9517,11165,15024
9518,11173,24553
9519,11173,24554
9520,11173,24555
9521,11175,16591
9522,11175,16592
9523,11175,16593
9524,11190,18751
9525,11190,18752
9526,11190,18753
9527,11193,10174
9528,11193,10175
9529,11193,10176
9530,11197,9463
9531,11197,9464
9532,11197,9465
9533,11199,21973
9534,11199,21974
9535,11199,21975
9536,11200,14863
9537,11200,14864
9538,11200,14865
9539,11202,18790
9540,11202,18791
9541,11202,18792
9542,11204,14860
9543,11204,14861
9544,11204,14862
9545,11207,20992
9546,11207,20993
9547,11207,20994
9548,11208,21031
9549,11208,21032
9550,11208,21033
9551,11210,14173
9552,11210,14174
9553,11210,14175
9554,11214,16684
9555,11214,16685
9556,11214,16686
9557,11215,14182
9558,11215,14183
9559,11215,14184
9560,11220,14899
9561,11220,14900
9562,11220,14901
9563,11221,14905
9564,11221,14906
9565,11221,14907
9566,11228,19918
9567,11228,19919
9568,11228,19920
9569,11231,24427
9570,11231,24428
9571,11231,24429
9572,11232,16693
9573,11232,16694
9574,11232,16695
9575,11233,18883
9576,11233,18884
9577,11233,18885
9578,11234,10465
9579,11234,10466
9580,11234,10467
9581,11236,11311
9582,11236,11312
9583,11236,11313
9584,11238,14983
9585,11238,14984
9586,11238,14985
9587,11239,24535
9588,11239,24536
9589,11239,24537
9590,11240,10468
9591,11240,10469
9592,11240,10470
9593,11241,14992
9594,11241,14993
9595,11241,14994
9596,11242,19003
9597,11242,19004
9598,11242,19005
9599,11243,21148
9600,11243,21149
9601,11243,21150
9602,11244,22891
9603,11244,22892
9604,11244,22893
9605,11246,22915
9606,11246,22916
9607,11246,22917
9608,11250,14179
9609,11250,14180
9610,11250,14181
9611,11252,18394
9612,11252,18395
9613,11252,18396
9614,11254,19138
9615,11254,19139
9616,11254,19140
9617,11255,13576
9618,11255,13577
9619,11255,13578
9620,11256,19090
9621,11256,19091
9622,11256,19092
9623,11258,21076
9624,11258,21077
9625,11258,21078
9626,11259,21235
9627,11259,21236
9628,11259,21237
9629,11261,24457
9630,11261,24458
9631,11261,24459
9632,11262,24574
9633,11262,24575
9634,11262,24576
9635,11263,18754
9636,11263,18755
9637,11263,18756
9638,11271,9523
9639,11271,9524
9640,11271,9525
9641,11275,9517
9642,11275,9518
9643,11275,9519
9644,11280,12622
9645,11280,12623
9646,11280,12624
9647,11284,10489
9648,11284,10490
9649,11284,10491
9650,11286,12571
9651,11286,12572
9652,11286,12573
9653,11288,24514
9654,11288,24515
9655,11288,24516
9656,11289,10516
9657,11289,10517
9658,11289,10518
9659,11290,13573
9660,11290,13574
9661,11290,13575
9662,11292,14149
9663,11292,14150
9664,11292,14151
9665,11294,17332
9666,11294,17333
9667,11294,17334
9668,11295,19039
9669,11295,19040
9670,11295,19041
9671,11296,16777
9672,11296,16778
9673,11296,16779
9674,11297,18955
9675,11297,18956
9676,11297,18957
9677,11298,11320
9678,11298,11321
9679,11298,11322
9680,11299,18976
9681,11299,18977
9682,11299,18978
9683,11301,19864
9684,11301,19865
9685,11301,19866
9686,11302,22963
9687,11302,22964
9688,11302,22965
9689,11303,14986
9690,11303,14987
9691,11303,14988
9692,11304,23470
9693,11304,23471
9694,11304,23472
9695,11306,17317
9696,11306,17318
9697,11306,17319
9698,11307,23473
9699,11307,23474
9700,11307,23475
9701,11308,18814
9702,11308,18815
9703,11308,18816
9704,11309,22894
9705,11309,22895
9706,11309,22896
9707,11310,18832
9708,11310,18833
9709,11310,18834
9710,11311,22897
9711,11311,22898
9712,11311,22899
9713,11313,10588
9714,11313,10589
9715,11313,10590
9716,11314,15313
9717,11314,15314
9718,11314,15315
9719,11315,24433
9720,11315,24434
9721,11315,24435
9722,11316,14989
9723,11316,14990
9724,11316,14991
9725,11319,12721
9726,11319,12722
9727,11319,12723
9728,11320,14998
9729,11320,14999
9730,11320,15000
9731,11322,16762
9732,11322,16763
9733,11322,16764
9734,11322,16765
9735,11322,16766
9736,11322,16767
9737,11323,17356
9738,11323,17357
9739,11323,17358
9740,11324,19042
9741,11324,19043
9742,11324,19044
9743,11326,16780
9744,11326,16781
9745,11326,16782
9746,11327,12706
9747,11327,12707
9748,11327,12708
9749,11328,17329
9750,11328,17330
9751,11328,17331
9752,11329,18367
9753,11329,18368
9754,11329,18369
9755,11331,18244
9756,11331,18245
9757,11331,18246
9758,11334,10672
9759,11334,10673
9760,11334,10674
9761,11336,19069
9762,11336,19070
9763,11336,19071
9764,11339,10609
9765,11339,10610
9766,11339,10611
9767,11341,19072
9768,11341,19073
9769,11341,19074
9770,11344,18250
9771,11344,18251
9772,11344,18252
9773,11346,16810
9774,11346,16811
9775,11346,16812
9776,11348,16822
9777,11348,16823
9778,11348,16824
9779,11349,12802
9780,11349,12803
9781,11349,12804
9782,11351,22939
9783,11351,22940
9784,11351,22941
9785,11352,19111
9786,11352,19112
9787,11352,19113
9788,11353,22957
9789,11353,22958
9790,11353,22959
9791,11354,18931
9792,11354,18932
9793,11354,18933
9794,11355,24490
9795,11355,24491
9796,11355,24492
9797,11356,15070
9798,11356,15071
9799,11356,15072
9800,11357,17884
9801,11357,17885
9802,11357,17886
9803,11358,17908
9804,11358,17909
9805,11358,17910
9806,11359,12295
9807,11359,12296
9808,11359,12297
9809,11453,8587
9810,11453,8588
9811,11453,8589
9812,11491,15295
9813,11491,15296
9814,11491,15297
9815,11493,9316
9816,11493,9317
9817,11493,9318
9818,11495,19894
9819,11495,19895
9820,11495,19896
9821,11503,18391
9822,11503,18392
9823,11503,18393
9824,11538,3664
9825,11538,3665
9826,11538,3666
9827,11540,14191
9828,11540,14192
9829,11540,14193
9830,11544,24271
9831,11544,24272
9832,11544,24273
9833,11545,24121
9834,11545,24122
9835,11545,24123
9836,11546,28570
9837,11546,28571
9838,11546,28572
9839,11550,10222
9840,11550,10223
9841,11550,10224
9842,11554,21100
9843,11554,21101
9844,11554,21102
9845,11555,21988
9846,11555,21989
9847,11555,21990
9848,11564,24214
9849,11564,24215
9850,11564,24216
9851,11572,21997
9852,11572,21998
9853,11572,21999
9854,11578,9457
9855,11578,9458
9856,11578,9459
9857,11581,12547
9858,11581,12548
9859,11581,12549
9860,11586,16678
9861,11586,16679
9862,11586,16680
9863,11587,18982
9864,11587,18983
9865,11587,18984
9866,11588,22810
9867,11588,22811
9868,11588,22812
9869,11674,9502
9870,11674,9503
9871,11674,9504
9872,11721,18373
9873,11721,18374
9874,11721,18375
9875,11732,21979
9876,11732,21980
9877,11732,21981
9878,11734,20998
9879,11734,20999
9880,11734,21000
9881,11735,18829
9882,11735,18830
9883,11735,18831
9884,11736,20101
9885,11736,20102
9886,11736,20103
9887,11737,18817
9888,11737,18818
9889,11737,18819
9890,11740,21022
9891,11740,21023
9892,11740,21024
9893,11741,14185
9894,11741,14186
9895,11741,14187
9896,11743,14170
9897,11743,14171
9898,11743,14172
9899,11744,21043
9900,11744,21044
9901,11744,21045
9902,11745,10438
9903,11745,10439
9904,11745,10440
9905,11746,12529
9906,11746,12530
9907,11746,12531
9908,11749,14902
9909,11749,14903
9910,11749,14904
9911,11750,24412
9912,11750,24413
9913,11750,24414
9914,11751,10420
9915,11751,10421
9916,11751,10422
9917,11760,21109
9918,11760,21110
9919,11760,21111
9920,11762,12592
9921,11762,12593
9922,11762,12594
9923,11766,14941
9924,11766,14942
9925,11766,14943
9926,11768,17932
9927,11768,17933
9928,11768,17934
9929,11769,24448
9930,11769,24449
9931,11769,24450
9932,11770,21055
9933,11770,21056
9934,11770,21057
9935,11771,10474
9936,11771,10475
9937,11771,10476
9938,11774,19900
9939,11774,19901
9940,11774,19902
9941,11775,19588
9942,11775,19589
9943,11775,19590
9944,11783,12613
9945,11783,12614
9946,11783,12615
9947,11788,22861
9948,11788,22862
9949,11788,22863
9950,11789,22867
9951,11789,22868
9952,11789,22869
9953,11790,20986
9954,11790,20987
9955,11790,20988
9956,11794,12565
9957,11794,12566
9958,11794,12567
9959,11795,14974
9960,11795,14975
9961,11795,14976
9962,11797,10480
9963,11797,10481
9964,11797,10482
9965,11801,10696
9966,11801,10697
9967,11801,10698
9968,11802,12700
9969,11802,12701
9970,11802,12702
9971,11805,16747
9972,11805,16748
9973,11805,16749
9974,11808,11317
9975,11808,11318
9976,11808,11319
9977,11810,22876
9978,11810,22877
9979,11810,22878
9980,11811,16744
9981,11811,16745
9982,11811,16746
9983,11812,24505
9984,11812,24506
9985,11812,24507
9986,11813,11194
9987,11813,11195
9988,11813,11196
9989,11815,21112
9990,11815,21113
9991,11815,21114
9992,11817,12763
9993,11817,12764
9994,11817,12765
9995,11818,22888
9996,11818,22889
9997,11818,22890
9998,11819,21142
9999,11819,21143
10000,11819,21144
10001,11820,24442
10002,11820,24443
10003,11820,24444
10004,11821,12712
10005,11821,12713
10006,11821,12714
10007,11823,11503
10008,11823,11504
10009,11823,11505
10010,11825,23452
10011,11825,23453
10012,11825,23454
10013,11828,23461
10014,11828,23462
10015,11828,23463
10016,11829,12727
10017,11829,12728
10018,11829,12729
10019,11832,18811
10020,11832,18812
10021,11832,18813
10022,11833,19000
10023,11833,19001
10024,11833,19002
10025,11834,12718
10026,11834,12719
10027,11834,12720
10028,11835,14995
10029,11835,14996
10030,11835,14997
10031,11836,28579
10032,11836,28580
10033,11836,28581
10034,11837,12757
10035,11837,12758
10036,11837,12759
10037,11838,21157
10038,11838,21158
10039,11838,21159
10040,11840,19027
10041,11840,19028
10042,11840,19029
10043,11841,21151
10044,11841,21152
10045,11841,21153
10046,11842,21154
10047,11842,21155
10048,11842,21156
10049,11843,11539
10050,11843,11540
10051,11843,11541
10052,11844,19036
10053,11844,19037
10054,11844,19038
10055,11845,16774
10056,11845,16775
10057,11845,16776
10058,11850,16819
10059,11850,16820
10060,11850,16821
10061,11851,12793
10062,11851,12794
10063,11851,12795
10064,11852,19093
10065,11852,19094
10066,11852,19095
10067,11853,14140
10068,11853,14141
10069,11853,14142
10070,11856,22945
10071,11856,22946
10072,11856,22947
10073,11859,21193
10074,11859,21194
10075,11859,21195
10076,11860,24460
10077,11860,24461
10078,11860,24462
10079,11862,19858
10080,11862,19859
10081,11862,19860
10082,11863,18388
10083,11863,18389
10084,11863,18390
10085,11864,13606
10086,11864,13607
10087,11864,13608
10088,11865,24454
10089,11865,24455
10090,11865,24456
10091,11867,13621
10092,11867,13622
10093,11867,13623
10094,11869,17899
10095,11869,17900
10096,11869,17901
10097,11870,10690
10098,11870,10691
10099,11870,10692
10100,11979,5020
10101,11979,5021
10102,11979,5022
10103,11981,9310
10104,11981,9311
10105,11981,9312
10106,11986,21217
10107,11986,21218
10108,11986,21219
10109,11997,23536
10110,11997,23537
10111,11997,23538
10112,12007,20284
10113,12007,20285
10114,12007,20286
10115,12008,17881
10116,12008,17882
10117,12008,17883
10118,12011,22009
10119,12011,22010
10120,12011,22011
10121,12013,15784
10122,12013,15785
10123,12013,15786
10124,12014,20290
10125,12014,20291
10126,12014,20292
10127,12015,11665
10128,12015,11666
10129,12015,11667
10130,12016,13738
10131,12016,13739
10132,12016,13740
10133,12018,9436
10134,12018,9437
10135,12018,9438
10136,12019,18796
10137,12019,18797
10138,12019,18798
10139,12020,20584
10140,12020,20585
10141,12020,20586
10142,12021,16417
10143,12021,16418
10144,12021,16419
10145,12032,18439
10146,12032,18440
10147,12032,18441
10148,12037,16456
10149,12037,16457
10150,12037,16458
10151,12038,28609
10152,12038,28610
10153,12038,28611
10154,12040,24073
10155,12040,24074
10156,12040,24075
10157,12041,24346
10158,12041,24347
10159,12041,24348
10160,12052,18739
10161,12052,18740
10162,12052,18741
10163,12054,24067
10164,12054,24068
10165,12054,24069
10166,12058,18835
10167,12058,18836
10168,12058,18837
10169,12059,20206
10170,12059,20207
10171,12059,20208
10172,12062,14896
10173,12062,14897
10174,12062,14898
10175,12066,10207
10176,12066,10208
10177,12066,10209
10178,12071,18625
10179,12071,18626
10180,12071,18627
10181,12073,22006
10182,12073,22007
10183,12073,22008
10184,12078,16453
10185,12078,16454
10186,12078,16455
10187,12079,9442
10188,12079,9443
10189,12079,9444
10190,12082,20215
10191,12082,20216
10192,12082,20217
10193,12084,18631
10194,12084,18632
10195,12084,18633
10196,12085,20179
10197,12085,20180
10198,12085,20181
10199,12086,20695
10200,12086,20696
10201,12086,20697
10202,12089,20203
10203,12089,20204
10204,12089,20205
10205,12090,28576
10206,12090,28577
10207,12090,28578
10208,12169,24274
10209,12169,24275
10210,12169,24276
10211,12174,18442
10212,12174,18443
10213,12174,18444
10214,12215,14134
10215,12215,14135
10216,12215,14136
10217,12222,14113
10218,12222,14114
10219,12222,14115
10220,12224,28606
10221,12224,28607
10222,12224,28608
10223,12225,10630
10224,12225,10631
10225,12225,10632
10226,12233,21181
10227,12233,21182
10228,12233,21183
10229,12242,9412
10230,12242,9413
10231,12242,9414
10232,12249,21970
10233,12249,21971
10234,12249,21972
10235,12251,18799
10236,12251,18800
10237,12251,18801
10238,12252,20587
10239,12252,20588
10240,12252,20589
10241,12253,14857
10242,12253,14858
10243,12253,14859
10244,12257,10393
10245,12257,10394
10246,12257,10395
10247,12258,12511
10248,12258,12512
10249,12258,12513
10250,12259,18874
10251,12259,18875
10252,12259,18876
10253,12260,14164
10254,12260,14165
10255,12260,14166
10256,12261,24406
10257,12261,24407
10258,12261,24408
10259,12262,14152
10260,12262,14153
10261,12262,14154
10262,12263,24403
10263,12263,24404
10264,12263,24405
10265,12266,21010
10266,12266,21011
10267,12266,21012
10268,12268,24415
10269,12268,24416
10270,12268,24417
10271,12270,24223
10272,12270,24224
10273,12270,24225
10274,12271,9514
10275,12271,9515
10276,12271,9516
10277,12272,24220
10278,12272,24221
10279,12272,24222
10280,12273,9490
10281,12273,9491
10282,12273,9492
10283,12275,14167
10284,12275,14168
10285,12275,14169
10286,12276,21040
10287,12276,21041
10288,12276,21042
10289,12278,22816
10290,12278,22817
10291,12278,22818
10292,12279,19081
10293,12279,19082
10294,12279,19083
10295,12281,14125
10296,12281,14126
10297,12281,14127
10298,12285,22831
10299,12285,22832
10300,12285,22833
10301,12286,18742
10302,12286,18743
10303,12286,18744
10304,12287,16672
10305,12287,16673
10306,12287,16674
10307,12293,19915
10308,12293,19916
10309,12293,19917
10310,12302,12616
10311,12302,12617
10312,12302,12618
10313,12306,13570
10314,12306,13571
10315,12306,13572
10316,12307,12562
10317,12307,12563
10318,12307,12564
10319,12308,14962
10320,12308,14963
10321,12308,14964
10322,12309,16651
10323,12309,16652
10324,12309,16653
10325,12310,14920
10326,12310,14921
10327,12310,14922
10328,12311,10513
10329,12311,10514
10330,12311,10515
10331,12312,14914
10332,12312,14915
10333,12312,14916
10334,12313,18934
10335,12313,18935
10336,12313,18936
10337,12314,19831
10338,12314,19832
10339,12314,19833
10340,12316,16732
10341,12316,16733
10342,12316,16734
10343,12318,10522
10344,12318,10523
10345,12318,10524
10346,12319,10537
10347,12319,10538
10348,12319,10539
10349,12321,19906
10350,12321,19907
10351,12321,19908
10352,12323,19810
10353,12323,19811
10354,12323,19812
10355,12324,18943
10356,12324,18944
10357,12324,18945
10358,12326,21121
10359,12326,21122
10360,12326,21123
10361,12327,16825
10362,12327,16826
10363,12327,16827
10364,12332,15034
10365,12332,15035
10366,12332,15036
10367,12334,14131
10368,12334,14132
10369,12334,14133
10370,12336,24571
10371,12336,24572
10372,12336,24573
10373,12338,12715
10374,12338,12716
10375,12338,12717
10376,12340,10549
10377,12340,10550
10378,12340,10551
10379,12341,24526
10380,12341,24527
10381,12341,24528
10382,12343,10576
10383,12343,10577
10384,12343,10578
10385,12344,19021
10386,12344,19022
10387,12344,19023
10388,12346,11542
10389,12346,11543
10390,12346,11544
10391,12347,19024
10392,12347,19025
10393,12347,19026
10394,12350,22828
10395,12350,22829
10396,12350,22830
10397,12353,21250
10398,12353,21251
10399,12353,21252
10400,12354,12787
10401,12354,12788
10402,12354,12789
10403,12355,12814
10404,12355,12815
10405,12355,12816
10406,12357,21175
10407,12357,21176
10408,12357,21177
10409,12359,22975
10410,12359,22976
10411,12359,22977
10412,12361,11680
10413,12361,11681
10414,12361,11682
10415,12362,12772
10416,12362,12773
10417,12362,12774
10418,12365,16816
10419,12365,16817
10420,12365,16818
10421,12366,6370
10422,12366,6371
10423,12366,6372
10424,12367,18241
10425,12367,18242
10426,12367,18243
10427,12367,18253
10428,12367,18254
10429,12367,18255
10430,12368,23998
10431,12368,23999
10432,12368,24000
10433,12369,10498
10434,12369,10499
10435,12369,10500
10436,12438,10645
10437,12438,10646
10438,12438,10647
10439,12442,21199
10440,12442,21200
10441,12442,21201
10442,12502,17896
10443,12502,17897
10444,12502,17898
10445,12503,17893
10446,12503,17894
10447,12503,17895
10448,12510,14830
10449,12510,14831
10450,12510,14832
10451,12511,20278
10452,12511,20279
10453,12511,20280
10454,12520,20293
10455,12520,20294
10456,12520,20295
10457,12521,20200
10458,12521,20201
10459,12521,20202
10460,12522,20311
10461,12522,20312
10462,12522,20313
10463,12523,9583
10464,12523,9584
10465,12523,9585
10466,12526,15796
10467,12526,15797
10468,12526,15798
10469,12530,20305
10470,12530,20306
10471,12530,20307
10472,12533,20299
10473,12533,20300
10474,12533,20301
10475,12536,24058
10476,12536,24059
10477,12536,24060
10478,12537,24124
10479,12537,24125
10480,12537,24126
10481,12539,10168
10482,12539,10169
10483,12539,10170
10484,12544,20671
10485,12544,20672
10486,12544,20673
10487,12563,18859
10488,12563,18860
10489,12563,18861
10490,12571,16594
10491,12571,16595
10492,12571,16596
10493,12572,18844
10494,12572,18845
10495,12572,18846
10496,12589,9478
10497,12589,9479
10498,12589,9480
10499,12596,22000
10500,12596,22001
10501,12596,22002
10502,12600,28573
10503,12600,28574
10504,12600,28575
10505,12605,28258
10506,12605,28259
10507,12605,28260
10508,12607,9508
10509,12607,9509
10510,12607,9510
10511,12679,14137
10512,12679,14138
10513,12679,14139
10514,12695,9481
10515,12695,9482
10516,12695,9483
10517,12698,21964
10518,12698,21965
10519,12698,21966
10520,12700,21967
10521,12700,21968
10522,12700,21969
10523,12701,21955
10524,12701,21956
10525,12701,21957
10526,12702,14893
10527,12702,14894
10528,12702,14895
10529,12703,28642
10530,12703,28643
10531,12703,28644
10532,12704,13381
10533,12704,13382
10534,12704,13383
10535,12705,15448
10536,12705,15449
10537,12705,15450
10538,12706,18847
10539,12706,18848
10540,12706,18849
10541,12708,18853
10542,12708,18854
10543,12708,18855
10544,12709,21025
10545,12709,21026
10546,12709,21027
10547,12710,10399
10548,12710,10400
10549,12710,10401
10550,12711,21019
10551,12711,21020
10552,12711,21021
10553,12712,19159
10554,12712,19160
10555,12712,19161
10556,12713,14158
10557,12713,14159
10558,12713,14160
10559,12714,12514
10560,12714,12515
10561,12714,12516
10562,12717,14161
10563,12717,14162
10564,12717,14163
10565,12719,16666
10566,12719,16667
10567,12719,16668
10568,12720,24061
10569,12720,24062
10570,12720,24063
10571,12721,9505
10572,12721,9506
10573,12721,9507
10574,12724,19903
10575,12724,19904
10576,12724,19905
10577,12727,24421
10578,12727,24422
10579,12727,24423
10580,12730,10444
10581,12730,10445
10582,12730,10446
10583,12731,12532
10584,12731,12533
10585,12731,12534
10586,12732,16681
10587,12732,16682
10588,12732,16683
10589,12736,17929
10590,12736,17930
10591,12736,17931
10592,12737,10462
10593,12737,10463
10594,12737,10464
10595,12739,11281
10596,12739,11282
10597,12739,11283
10598,12741,10591
10599,12741,10592
10600,12741,10593
10601,12750,10567
10602,12750,10568
10603,12750,10569
10604,12757,21133
10605,12757,21134
10606,12757,21135
10607,12760,16753
10608,12760,16754
10609,12760,16755
10610,12763,11314
10611,12763,11315
10612,12763,11316
10613,12764,18967
10614,12764,18968
10615,12764,18969
10616,12765,21118
10617,12765,21119
10618,12765,21120
10619,12767,12682
10620,12767,12683
10621,12767,12684
10622,12768,19594
10623,12768,19595
10624,12768,19596
10625,12770,22843
10626,12770,22844
10627,12770,22845
10628,12771,10495
10629,12771,10496
10630,12771,10497
10631,12772,10507
10632,12772,10508
10633,12772,10509
10634,12773,22873
10635,12773,22874
10636,12773,22875
10637,12774,24517
10638,12774,24518
10639,12774,24519
10640,12782,18910
10641,12782,18911
10642,12782,18912
10643,12788,12691
10644,12788,12692
10645,12788,12693
10646,12790,12694
10647,12790,12695
10648,12790,12696
10649,12791,12709
10650,12791,12710
10651,12791,12711
10652,12792,18826
10653,12792,18827
10654,12792,18828
10655,12794,23449
10656,12794,23450
10657,12794,23451
10658,12795,12724
10659,12795,12725
10660,12795,12726
10661,12796,19009
10662,12796,19010
10663,12796,19011
10664,12797,10582
10665,12797,10583
10666,12797,10584
10667,12800,24547
10668,12800,24548
10669,12800,24549
10670,12803,21166
10671,12803,21167
10672,12803,21168
10673,12804,16807
10674,12804,16808
10675,12804,16809
10676,12805,16813
10677,12805,16814
10678,12805,16815
10679,12806,18370
10680,12806,18371
10681,12806,18372
10682,12807,10561
10683,12807,10562
10684,12807,10563
10685,12809,14128
10686,12809,14129
10687,12809,14130
10688,12811,22933
10689,12811,22934
10690,12811,22935
10691,12812,28627
10692,12812,28628
10693,12812,28629
10694,12813,21202
10695,12813,21203
10696,12813,21204
10697,12814,20962
10698,12814,20963
10699,12814,20964
10700,12815,28390
10701,12815,28391
10702,12815,28392
10703,12815,28393
10704,12815,28394
10705,12815,28395
10706,12816,13591
10707,12816,13592
10708,12816,13593
10709,12817,16837
10710,12817,16838
10711,12817,16839
10712,12821,22807
10713,12821,22808
10714,12821,22809
10715,12822,17887
10716,12822,17888
10717,12822,17889
10718,12823,12577
10719,12823,12578
10720,12823,12579
10721,12824,21082
10722,12824,21083
10723,12824,21084
10724,12855,22819
10725,12855,22820
10726,12855,22821
10727,12856,28630
10728,12856,28631
10729,12856,28632
10730,12858,9319
10731,12858,9320
10732,12858,9321
10733,12861,11599
10734,12861,11600
10735,12861,11601
10736,12866,16801
10737,12866,16802
10738,12866,16803
10739,12871,21205
10740,12871,21206
10741,12871,21207
10742,12872,22648
10743,12872,22649
10744,12872,22650
10745,12877,10051
10746,12877,10052
10747,12877,10053
10748,12881,15025
10749,12881,15026
10750,12881,15027
10751,12890,28624
10752,12890,28625
10753,12890,28626
10754,12896,10639
10755,12896,10640
10756,12896,10641
10757,12903,19108
10758,12903,19109
10759,12903,19110
10760,12904,19117
10761,12904,19118
10762,12904,19119
10763,12909,22972
10764,12909,22973
10765,12909,22974
10766,12913,24556
10767,12913,24557
10768,12913,24558
10769,12928,21091
10770,12928,21092
10771,12928,21093
10772,12965,19597
10773,12965,19598
10774,12965,19599
10775,12966,22846
10776,12966,22847
10777,12966,22848
10778,13030,21247
10779,13030,21248
10780,13030,21249
10781,13031,24580
10782,13031,24581
10783,13031,24582
10784,13044,15079
10785,13044,15080
10786,13044,15081
10787,13047,13585
10788,13047,13586
10789,13047,13587
10790,13048,12838
10791,13048,12839
10792,13048,12840
10793,13050,19141
10794,13050,19142
10795,13050,19143
10796,13053,20302
10797,13053,20303
10798,13053,20304
10799,13059,10162
10800,13059,10163
10801,13059,10164
10802,13076,10396
10803,13076,10397
10804,13076,10398
10805,13079,22495
10806,13079,22496
10807,13079,22497
10808,13085,22795
10809,13085,22796
10810,13085,22797
10811,13087,12274
10812,13087,12275
10813,13087,12276
10814,13092,18850
10815,13092,18851
10816,13092,18852
10817,13148,22444
10818,13148,22445
10819,13148,22446
10820,13151,24280
10821,13151,24281
10822,13151,24282
10823,13153,18361
10824,13153,18362
10825,13153,18363
10826,13194,18247
10827,13194,18248
10828,13194,18249
10829,13205,18793
10830,13205,18794
10831,13205,18795
10832,13206,20581
10833,13206,20582
10834,13206,20583
10835,13209,14848
10836,13209,14849
10837,13209,14850
10838,13212,20995
10839,13212,20996
10840,13212,20997
10841,13215,21016
10842,13215,21017
10843,13215,21018
10844,13216,19162
10845,13216,19163
10846,13216,19164
10847,13218,22804
10848,13218,22805
10849,13218,22806
10850,13219,22798
10851,13219,22799
10852,13219,22800
10853,13223,14155
10854,13223,14156
10855,13223,14157
10856,13225,18745
10857,13225,18746
10858,13225,18747
