OBJECTID,Road_OBJECTID,LINEARID,Long,Lat
1,3,1103690289751,-87.938329,42.957537
2,5728,110459348781,-87.938329,42.957537
3,4,1103410601970,-87.937779,42.955233
4,25424,110459336425,-87.937779,42.955233
5,16,110459347917,-87.95565,42.948587
6,1299,1105319662518,-87.95565,42.948587
7,22,110459348182,-87.954292,42.95169
8,50,110459348183,-87.954292,42.95169
9,22,110459348182,-87.954261,42.950456
10,53,110459347614,-87.954261,42.950456
11,54,110459347614,-87.957342,42.950091
12,26000,110459346848,-87.957342,42.950091
13,60,1103690289373,-87.991417,43.181786
14,992,1103690289374,-87.991417,43.181786
15,67,110459348902,-87.969987,43.170708
16,1908,110459344129,-87.969987,43.170708
17,70,110459348779,-87.90666,43.163365
18,36906,110459348478,-87.90666,43.163365
19,128,110459348927,-87.934329,43.132691
20,29956,110459348151,-87.934329,43.132691
21,135,110459344107,-88.054697,42.926703
22,19242,110459342142,-88.054697,42.926703
23,143,1103716677046,-87.958904,42.927383
24,24093,1105319714290,-87.958904,42.927383
25,143,1103716677046,-87.958876,42.926911
26,28277,1103716677021,-87.958876,42.926911
27,148,110459346555,-87.970061,42.87684
28,3128,110459336987,-87.970061,42.87684
29,181,1103026326382,-88.002472,42.940485
30,3187,110459341416,-88.002472,42.940485
31,195,1102390030486,-87.989229,42.943438
32,7254,1102390030487,-87.989229,42.943438
33,227,110459348923,-88.001041,42.947134
34,4062,110459346366,-88.001041,42.947134
35,228,1103747760608,-87.999634,42.948672
36,3269,1103747760607,-87.999634,42.948672
37,230,110459341420,-88.006514,42.942123
38,2202,110459338620,-88.006514,42.942123
39,244,1102382665971,-88.063981,42.964163
40,17056,1102213787101,-88.063981,42.964163
41,263,110459348827,-88.03279,42.946102
42,4140,110459348828,-88.03279,42.946102
43,449,110459347553,-87.926681,42.896885
44,28553,110459342479,-87.926681,42.896885
45,473,110459346170,-87.975729,42.976894
46,1621,110459348903,-87.975729,42.976894
47,482,110459341872,-87.857548,42.973665
48,28482,110459346468,-87.857548,42.973665
49,484,110459346812,-87.879827,42.928216
50,1422,110459342518,-87.879827,42.928216
51,485,110459342779,-87.873501,42.928786
52,2594,110459341745,-87.873501,42.928786
53,492,110459342519,-87.879631,42.916274
54,2597,110459340334,-87.879631,42.916274
55,501,110459339875,-87.872922,42.917124
56,6345,110459336309,-87.872922,42.917124
57,505,110459339996,-87.862899,42.928634
58,4288,110459342778,-87.862899,42.928634
59,507,110459336141,-87.86401,42.922519
60,3519,1102653469160,-87.86401,42.922519
61,510,110459336215,-87.862965,42.907021
62,7673,110459343913,-87.862965,42.907021
63,511,110459336215,-87.863044,42.905265
64,4304,110459347352,-87.863044,42.905265
65,513,110459346545,-87.859358,42.906083
66,3475,110459346547,-87.859358,42.906083
67,524,110459342184,-87.866402,42.898003
68,7628,110459346175,-87.866402,42.898003
69,600,1104745454487,-88.033429,43.029595
70,6521,1104745454491,-88.033429,43.029595
71,603,1102210479629,-88.016116,43.026174
72,15131,110459339687,-88.016116,43.026174
73,611,110459348973,-88.038468,43.047262
74,2855,1104468778092,-88.038468,43.047262
75,612,110459349192,-88.031422,43.036178
76,31071,110459338392,-88.031422,43.036178
77,614,110459348863,-88.015096,43.046002
78,13540,110459346157,-88.015096,43.046002
79,645,110459348740,-88.046465,43.055593
80,17185,110459341433,-88.046465,43.055593
81,654,1102213798176,-88.030707,43.066101
82,33250,1102213933220,-88.030707,43.066101
83,659,1104474218159,-87.921055,43.034699
84,8420,1104474218421,-87.921055,43.034699
85,659,1104474218159,-87.921699,43.033788
86,10489,110459348192,-87.921699,43.033788
87,660,1104493105133,-87.920228,43.046816
88,33269,1102968792790,-87.920228,43.046816
89,724,110459347510,-88.053894,43.042041
90,34946,110459339372,-88.053894,43.042041
91,738,110459348925,-88.049497,42.981486
92,25345,110459339327,-88.049497,42.981486
93,759,110459349199,-87.935242,43.118036
94,5646,110459349204,-87.935242,43.118036
95,760,110459349199,-87.93395,43.117969
96,4999,110459349196,-87.93395,43.117969
97,844,1104474218164,-87.923459,43.033852
98,10485,110459348192,-87.923459,43.033852
99,844,1104474218164,-87.922972,43.031367
100,10739,1105319945625,-87.922972,43.031367
101,845,1105089436149,-87.921538,43.024217
102,18342,1102390030131,-87.921538,43.024217
103,905,1102328186503,-87.915244,42.973768
104,16632,1102968793757,-87.915244,42.973768
105,915,1105074522784,-87.94232,42.962133
106,6803,1105089475155,-87.94232,42.962133
107,939,110459340795,-87.967547,43.117843
108,5653,1102653470330,-87.967547,43.117843
109,948,1105089448458,-87.922953,43.034712
110,8421,1104474218421,-87.922953,43.034712
111,953,110459349173,-87.91881691,43.0212394
112,954,110459349173,-87.91881691,43.0212394
113,989,110459336131,-87.981633,43.189895
114,4869,110459336130,-87.981633,43.189895
115,1038,110459348800,-87.90663,43.168183
116,36904,110459348480,-87.90663,43.168183
117,1051,1102209756165,-87.982999,42.921579
118,26588,110459337320,-87.982999,42.921579
119,1061,110459348471,-88.017599,42.892555
120,4936,110459348470,-88.017599,42.892555
121,1062,110459341386,-88.002232,42.910085
122,24056,110459337730,-88.002232,42.910085
123,1089,110459349040,-88.04235805,42.91225208
124,1090,110459349040,-88.04235805,42.91225208
125,1108,1102209736816,-87.965932,42.896036
126,9695,1103569901234,-87.965932,42.896036
127,1115,110459347502,-88.00959,42.890071
128,1116,110459347500,-88.00959,42.890071
129,1152,110459347870,-87.972616,42.933993
130,6160,110459347872,-87.972616,42.933993
131,1178,110459347182,-88.014897,42.9317
132,2241,110459347183,-88.014897,42.9317
133,1289,1105089087442,-87.973086,43.044213
134,1294,110459340840,-87.973086,43.044213
135,1289,1105089087442,-87.971897,43.049712
136,3365,110459340794,-87.971897,43.049712
137,1289,1105089087442,-87.972535,43.047389
138,3366,110459340779,-87.972535,43.047389
139,1289,1105089087442,-87.973461,43.044514
140,4155,110459349224,-87.973461,43.044514
141,1289,1105089087442,-87.973096,43.04167
142,6240,1104469156737,-87.973096,43.04167
143,1289,1105089087442,-87.971815,43.055264
144,6242,110459340799,-87.971815,43.055264
145,1289,1105089087442,-87.970871,43.037689
146,7437,110459349054,-87.970871,43.037689
147,1289,1105089087442,-87.971853,43.052627
148,9939,1102213919211,-87.971853,43.052627
149,1289,1105089087442,-87.971472,43.038761
150,14856,1102968794280,-87.971472,43.038761
151,1289,1105089087442,-87.972005,43.039737
152,14892,110459340728,-87.972005,43.039737
153,1289,1105089087442,-87.971979,43.048809
154,14901,1102213787954,-87.971979,43.048809
155,1289,1105089087442,-87.973426,43.043555
156,16454,1104492833674,-87.973426,43.043555
157,1289,1105089087442,-87.972856,43.046642
158,19370,110459341877,-87.972856,43.046642
159,1294,110459340840,-87.97139,43.044577
160,19370,110459341877,-87.97139,43.044577
161,1297,110459346847,-87.954214,42.94757
162,28359,110459346853,-87.954214,42.94757
163,1322,110459348772,-88.059854,42.971288
164,13137,110459340615,-88.059854,42.971288
165,1322,110459348772,-88.059544,42.971495
166,29282,110459339459,-88.059544,42.971495
167,1323,1105320995135,-88.04791201,42.95465712
168,1325,1105320995135,-88.04791201,42.95465712
169,1324,1105320995135,-88.04813,42.95464988
170,1325,1105320995135,-88.04813,42.95464988
171,1341,1102968793063,-87.873618,42.864435
172,21513,1102213778861,-87.873618,42.864435
173,1396,1104009242772,-87.835284,42.851323
174,22278,1104009290887,-87.835284,42.851323
175,1401,110459348795,-87.947458,42.929288
176,16731,110459342784,-87.947458,42.929288
177,1402,110459348795,-87.94819,42.928392
178,8371,110459346405,-87.94819,42.928392
179,1403,1103442469421,-87.950342,42.894418
180,1404,1103442474041,-87.950342,42.894418
181,1414,110459347935,-87.961394,42.94635367
182,25875,110459347047,-87.961394,42.94635367
183,1418,110459336031,-87.924118,43.145962
184,6314,110459348901,-87.924118,43.145962
185,1419,110459336031,-87.924078,43.146133
186,6314,110459348901,-87.924078,43.146133
187,1440,110459347616,-87.858507,42.925925
188,4283,110459346466,-87.858507,42.925925
189,1452,110459344143,-87.878838,42.899424
190,2683,110459339807,-87.878838,42.899424
191,1479,110459335928,-87.851171,42.893582
192,4406,110459346243,-87.851171,42.893582
193,1481,110459347841,-87.866193,42.925288
194,3516,110459347840,-87.866193,42.925288
195,1482,1105089456683,-87.932845,42.916276
196,9672,1102328481427,-87.932845,42.916276
197,1494,110459339831,-87.897226,42.884226
198,5187,110459341170,-87.897226,42.884226
199,1506,1103624109782,-87.905317,42.88174
200,21508,1103747759835,-87.905317,42.88174
201,1507,1105089456681,-87.933168,42.91628
202,9672,1102328481427,-87.933168,42.91628
203,1612,1104493854569,-88.056057,43.133514
204,1614,1104493854569,-88.056057,43.133514
205,1624,1102328130165,-87.969451,42.962972
206,3609,1102328130161,-87.969451,42.962972
207,1641,110459344071,-88.013727,43.037718
208,3694,110459347038,-88.013727,43.037718
209,1701,1104493900150,-88.058491,43.089559
210,1702,1104493900150,-88.058491,43.089559
211,1706,1105089448457,-87.92333308,43.03502809
212,1709,1105089448457,-87.92333308,43.03502809
213,1711,1104474218158,-87.922104,43.033809
214,10488,110459348192,-87.922104,43.033809
215,1739,1102295934561,-87.916831,43.01431
216,24591,110459335964,-87.916831,43.01431
217,1783,1104468919605,-87.972342,43.05926
218,10829,110459346320,-87.972342,43.05926
219,1816,1102209734767,-87.906801,43.027291
220,27949,1102209734901,-87.906801,43.027291
221,1819,1105089469204,-87.93407,42.957545
222,8011,1105089475272,-87.93407,42.957545
223,1820,1105089469204,-87.93617589,42.96220639
224,1821,1105089469204,-87.93617589,42.96220639
225,1820,1105089469204,-87.936329,42.96225
226,6801,1105089475155,-87.936329,42.96225
227,1834,1102328186507,-87.91536036,42.97662795
228,1835,1102328186507,-87.91536036,42.97662795
229,1838,1102218724759,-87.915572,42.981486
230,26305,110459335938,-87.915572,42.981486
231,1846,1102800613000,-87.886329,42.972807
232,21164,110459346859,-87.886329,42.972807
233,1849,110459344109,-87.979391,42.973801
234,29384,110459337293,-87.979391,42.973801
235,1862,1103614842727,-87.97953,43.023992
236,2980,1103614840814,-87.97953,43.023992
237,1880,1105089475268,-87.945276,42.962362
238,3313,1105078424059,-87.945276,42.962362
239,1880,1105089475268,-87.945185,42.962357
240,6803,1105089475155,-87.945185,42.962357
241,1882,1105074522760,-87.938577,42.962729
242,3274,1105089474997,-87.938577,42.962729
243,1901,110459346438,-87.911512,43.177656
244,30811,110459346443,-87.911512,43.177656
245,2120,110459345674,-88.031381,42.891249
246,12943,1102209751900,-88.031381,42.891249
247,2167,110459344121,-88.046085,42.91964
248,18001,110459340117,-88.046085,42.91964
249,2172,110459342662,-87.984268,42.870441
250,28305,110459337342,-87.984268,42.870441
251,2175,110556729350,-87.951992,42.843547
252,7057,1102354899898,-87.951992,42.843547
253,2181,1103690289988,-87.972732,42.899651
254,27435,1103569900758,-87.972732,42.899651
255,2193,110459347630,-87.921191,43.133707
256,18023,110459347017,-87.921191,43.133707
257,2206,110459347362,-87.99649,42.949701
258,7253,110459338843,-87.99649,42.949701
259,2438,110459344094,-87.842103,42.845429
260,4249,1104009242770,-87.842103,42.845429
261,2473,110459348914,-87.859309,42.847241
262,20464,110459341000,-87.859309,42.847241
263,2473,110459348914,-87.859324,42.846086
264,20467,110459344087,-87.859324,42.846086
265,2528,1105319646179,-88.01364,42.960841
266,5563,1105319656699,-88.01364,42.960841
267,2605,110459347366,-87.851594,42.910477
268,6260,110459335950,-87.851594,42.910477
269,2651,1103716903275,-87.858669,42.922414
270,4286,110459346466,-87.858669,42.922414
271,2661,110459346578,-87.862785,42.908917
272,7609,110459336212,-87.862785,42.908917
273,2694,110459347559,-87.924805,42.896608
274,24470,1103735772084,-87.924805,42.896608
275,2699,1103716903332,-87.932785,42.918534
276,4563,110459340154,-87.932785,42.918534
277,2752,110459348924,-88.03156,42.96739
278,23442,110459338396,-88.03156,42.96739
279,2767,1102328130151,-87.969569,42.963012
280,3609,1102328130161,-87.969569,42.963012
281,2767,1102328130151,-87.970647,42.963214
282,5557,1102282211386,-87.970647,42.963214
283,2828,1102213798177,-88.030707,43.066068
284,30246,1102213933219,-88.030707,43.066068
285,2847,1104493898887,-88.05802991,43.08770203
286,2848,1104493898887,-88.05802991,43.08770203
287,2849,1104468772563,-88.036707,43.046471
288,7734,1104468778093,-88.036707,43.046471
289,2849,1104468772563,-88.038278,43.050995
290,34031,1102968786307,-88.038278,43.050995
291,2855,1104468778092,-88.037891,43.045627
292,12004,1102968768056,-88.037891,43.045627
293,2862,110459338802,-87.999629,43.138512
294,14161,110459338805,-87.999629,43.138512
295,2897,1102382672576,-87.918744,43.034756
296,30288,1104470497341,-87.918744,43.034756
297,2938,1102328055806,-87.92554399,43.03524892
298,2939,1102328055806,-87.92554399,43.03524892
299,2963,1105316707244,-87.916485,42.94566
300,5753,1105089087060,-87.916485,42.94566
301,2990,1105089448441,-87.9245786,43.03574758
302,2991,1105089448441,-87.9245786,43.03574758
303,2995,1105089448450,-87.92380398,43.03641401
304,2997,1105089448450,-87.92380398,43.03641401
305,2998,1105089448461,-87.92276796,43.03445568
306,2999,1105089448461,-87.92276796,43.03445568
307,3022,1105089448505,-87.91549649,43.00724096
308,3025,1105089448505,-87.91549649,43.00724096
309,3023,1105089448505,-87.91544935,43.00667297
310,3026,1105089448505,-87.91544935,43.00667297
311,3023,1105089448505,-87.91544728,43.00640605
312,3027,1105089448505,-87.91544728,43.00640605
313,3024,1105089448505,-87.91560528,43.00540004
314,3027,1105089448505,-87.91560528,43.00540004
315,3025,1105089448505,-87.91548578,43.00711194
316,3026,1105089448505,-87.91548578,43.00711194
317,3030,110459344246,-87.999094,43.171992
318,19140,110459344247,-87.999094,43.171992
319,3039,1104473807915,-87.915039,43.180352
320,3905,1104473807914,-87.915039,43.180352
321,3103,110459348215,-87.902416,43.168142
322,36852,110459348689,-87.902416,43.168142
323,3130,1103690289989,-87.971524,42.895013
324,25007,1103569900834,-87.971524,42.895013
325,3131,1103690289989,-87.972848,42.891643
326,28316,110459337058,-87.972848,42.891643
327,3178,110459348257,-88.053775,42.907267
328,6110,110459348258,-88.053775,42.907267
329,3188,110459347652,-88.00787,42.934245
330,7311,110459339980,-88.00787,42.934245
331,3190,110459346247,-88.007548,42.938941
332,7309,110459339998,-88.007548,42.938941
333,3198,110459347359,-87.991988,42.945833
334,25046,110459347361,-87.991988,42.945833
335,3206,110459348851,-87.997817,42.940638
336,6150,110459347460,-87.997817,42.940638
337,3207,110459342874,-87.978405,42.943296
338,25757,1102213930376,-87.978405,42.943296
339,3274,1105089474997,-87.929171,42.966174
340,24762,1102213932244,-87.929171,42.966174
341,3365,110459340794,-87.970793,43.052172
342,9935,1102213919211,-87.970793,43.052172
343,3408,110459341739,-87.908887,42.869782
344,25847,110459341657,-87.908887,42.869782
345,3475,110459346547,-87.860927,42.906614
346,7676,110459336176,-87.860927,42.906614
347,3481,110459336332,-87.876479,42.906358
348,5315,110459346546,-87.876479,42.906358
349,3511,110459346244,-87.853602,42.893645
350,5312,110459335969,-87.853602,42.893645
351,3546,110459348766,-87.884969,42.92344
352,21959,110459339791,-87.884969,42.92344
353,3546,110459348766,-87.88526,42.922594
354,22928,110459336149,-87.88526,42.922594
355,3551,110459347656,-87.878502,42.890417
356,28549,110459348204,-87.878502,42.890417
357,3552,110459347656,-87.88186,42.891043
358,6452,1102210477255,-87.88186,42.891043
359,3556,110459348876,-87.940302,42.927035
360,24214,1102968779048,-87.940302,42.927035
361,3557,110459344169,-87.947264,42.856537
362,18133,110459338703,-87.947264,42.856537
363,3562,1103693137641,-87.895852,42.902162
364,22279,110459346512,-87.895852,42.902162
365,3584,1102213793945,-88.05522458,43.14561187
366,3585,1102213793945,-88.05522458,43.14561187
367,3587,110459339171,-88.040566,43.138146
368,12850,110459341267,-88.040566,43.138146
369,3589,110459348171,-87.967922,43.026569
370,4161,110459344009,-87.967922,43.026569
371,3589,110459348171,-87.967776,43.026578
372,5269,1104493254449,-87.967776,43.026578
373,3607,110459349132,-87.964286,42.963328
374,4589,1102328481402,-87.964286,42.963328
375,3638,110459339878,-87.992203,43.040729
376,30244,110459337571,-87.992203,43.040729
377,3691,110459342317,-88.023777,43.056838
378,36328,110459338235,-88.023777,43.056838
379,3693,110459348977,-88.053611,43.059868
380,6574,1102209743134,-88.053611,43.059868
381,3695,110459348860,-88.06156,43.074043
382,34310,110459339473,-88.06156,43.074043
383,3862,1104474218180,-87.921909,43.034705
384,8426,1104474218421,-87.921909,43.034705
385,3866,1104474218191,-87.92377292,43.03535754
386,3867,1104474218191,-87.92377292,43.03535754
387,3878,110459344005,-87.970508,43.035992
388,5796,1105089087441,-87.970508,43.035992
389,3880,1102209749494,-88.038694,43.17268
390,34684,110459339184,-88.038694,43.17268
391,3882,1104474210428,-87.922213,43.031359
392,10741,1105319945625,-87.922213,43.031359
393,3885,1103614833216,-87.979268,43.027892
394,5811,1103614830663,-87.979268,43.027892
395,3885,1103614833216,-87.979239,43.026608
396,5816,1103614835615,-87.979239,43.026608
397,3890,1102210480245,-87.920064,43.078895
398,5818,110459340801,-87.920064,43.078895
399,3899,1105319645502,-87.957507,43.155815
400,12922,110459342763,-87.957507,43.155815
401,3907,110459341663,-87.971197,43.184671
402,33807,110459347967,-87.971197,43.184671
403,3908,110459341663,-87.973183,43.183667
404,12907,110459341668,-87.973183,43.183667
405,3914,110459346409,-87.980708,43.191213
406,3915,110459346408,-87.980708,43.191213
407,3919,1102800612374,-87.875145,42.954089
408,23144,1103690289756,-87.875145,42.954089
409,3920,1102800614824,-87.87002,42.963635
410,20824,110459344288,-87.87002,42.963635
411,3949,110459348850,-88.06921,42.901052
412,25605,110459347752,-88.06921,42.901052
413,4029,1102209756136,-87.983061,42.922502
414,26587,110459337320,-87.983061,42.922502
415,4036,1103769775786,-87.978275,42.923316
416,28303,110459337238,-87.978275,42.923316
417,4043,110459349098,-87.935955,43.119254
418,6135,110459349100,-87.935955,43.119254
419,4045,110459347629,-87.920217,43.134712
420,31806,110459342322,-87.920217,43.134712
421,4113,110459342884,-88.002665,42.941996
422,4116,110459341415,-88.002665,42.941996
423,4118,110459348929,-87.988933,42.935686
424,25047,110459337473,-87.988933,42.935686
425,4133,110459347755,-88.06823,42.932418
426,25068,110459339544,-88.06823,42.932418
427,4142,1102213797637,-88.055441,42.935272
428,7355,1102213797636,-88.055441,42.935272
429,4193,110459349283,-88.041116,42.966395
430,18054,1102213935294,-88.041116,42.966395
431,4244,110459336230,-87.867475,42.859878
432,7500,110459336134,-87.867475,42.859878
433,4253,1105317170396,-87.942863,42.930058
434,4254,1105317170396,-87.942863,42.930058
435,4256,1105089458565,-87.939735,42.916324
436,9671,1102328481427,-87.939735,42.916324
437,4301,110459347373,-87.864611,42.912551
438,4318,110459336231,-87.864611,42.912551
439,4313,110459336098,-87.861995,42.923358
440,6349,110459336209,-87.861995,42.923358
441,4344,110459343912,-87.845495,42.906771
442,5309,110459347713,-87.845495,42.906771
443,4397,110459335997,-87.854828,42.912091
444,6401,110459347371,-87.854828,42.912091
445,4406,110459346243,-87.849731,42.893558
446,6435,110459335910,-87.849731,42.893558
447,4547,1105089458407,-87.931977,42.91627
448,9672,1102328481427,-87.931977,42.91627
449,4552,1102210472073,-87.920657,42.886615
450,29462,110459347915,-87.920657,42.886615
451,4555,110459348750,-87.914611,42.866277
452,13146,110459347866,-87.914611,42.866277
453,4558,110459347856,-87.866752,42.886912
454,5259,110459347855,-87.866752,42.886912
455,4578,110459348778,-88.051121,43.14831
456,7717,110459349032,-88.051121,43.14831
457,4588,110459348926,-88.034922,42.967254
458,26704,110459338477,-88.034922,42.967254
459,4589,1102328481402,-87.963933,42.961657
460,5559,1102328481399,-87.963933,42.961657
461,4618,1102209739026,-88.002948,43.050906
462,5576,110459339696,-88.002948,43.050906
463,4628,110459347197,-88.01089,43.039582
464,35165,110459337954,-88.01089,43.039582
465,4646,110459340918,-88.018676,43.000118
466,29556,110459338118,-88.018676,43.000118
467,4650,1105089448462,-87.924482,43.037233
468,12353,110459347499,-87.924482,43.037233
469,4660,1102213915496,-87.989636,43.055984
470,7944,1102213915497,-87.989636,43.055984
471,4661,1102382666119,-88.033832,43.038355
472,14822,1102968794280,-88.033832,43.038355
473,4693,1105089448449,-87.92288895,43.03446368
474,4696,1105089448449,-87.92288895,43.03446368
475,4695,1105089448449,-87.92312898,43.03447647
476,4696,1105089448449,-87.92312898,43.03447647
477,4698,110459337461,-87.98741,43.047007
478,6558,110459341870,-87.98741,43.047007
479,4754,1105317170247,-87.911922,42.945111
480,14397,110459346940,-87.911922,42.945111
481,4791,1105089087264,-87.92012798,43.03525407
482,4792,1105089087264,-87.92012798,43.03525407
483,4794,1104493364480,-87.969915,43.033639
484,8040,1104762008952,-87.969915,43.033639
485,4802,1104474218176,-87.922341,43.033822
486,10484,110459348192,-87.922341,43.033822
487,4868,110459336101,-87.978729,43.189777
488,6982,110459336100,-87.978729,43.189777
489,4877,110459341215,-87.865094,42.960934
490,23183,110459341770,-87.865094,42.960934
491,4878,110459348782,-87.906619,43.165697
492,36905,110459348479,-87.906619,43.165697
493,4879,110459348217,-87.902507,43.165726
494,29941,110459348688,-87.902507,43.165726
495,4934,110459342785,-87.990748,42.895295
496,9576,1102213798815,-87.990748,42.895295
497,4967,1102213924663,-88.044198,42.927522
498,7110,1102213924664,-88.044198,42.927522
499,4968,110459336798,-87.959725,42.923396
500,24994,110459336814,-87.959725,42.923396
501,4970,1102649309368,-88.009346,42.910416
502,25674,1102968786322,-88.009346,42.910416
503,5000,110459349201,-87.934302,43.119414
504,6134,110459349100,-87.934302,43.119414
505,5002,110459348879,-87.941809,43.150756
506,34880,110459345523,-87.941809,43.150756
507,5017,110459346218,-88.000319,42.937568
508,7316,110459341213,-88.000319,42.937568
509,5018,110459347075,-87.990203,42.94008
510,6149,110459347460,-87.990203,42.94008
511,5025,110459349255,-87.990894,42.93068
512,6155,110459349256,-87.990894,42.93068
513,5027,110459347434,-87.994712,42.926942
514,5064,110459348793,-87.994712,42.926942
515,5030,110459342220,-87.97718,42.943976
516,7283,110459342219,-87.97718,42.943976
517,5037,110459348122,-87.967239,42.934427
518,7296,110459346815,-87.967239,42.934427
519,5065,110459344152,-87.97249,42.928928
520,5067,110459344153,-87.97249,42.928928
521,5074,110459346686,-88.068272,42.930669
522,25069,110459339544,-88.068272,42.930669
523,5084,110459340835,-87.971015,43.037661
524,7435,1102382664429,-87.971015,43.037661
525,5245,110459336213,-87.865391,42.862524
526,27542,110459346414,-87.865391,42.862524
527,5301,110459346903,-87.866109,42.895222
528,7627,110459342183,-87.866109,42.895222
529,5310,110459347713,-87.845598,42.905049
530,6414,110459347353,-87.845598,42.905049
531,5327,1102213924402,-87.920483,42.88787
532,5328,110459341722,-87.920483,42.88787
533,5331,1102653470749,-87.946682,42.877032
534,13465,110459347598,-87.946682,42.877032
535,5466,110459349035,-88.05427947,43.14616211
536,5467,110459349035,-88.05427947,43.14616211
537,5528,1104745454492,-88.030949,43.02787
538,8072,1104745454493,-88.030949,43.02787
539,5556,1103931241376,-87.960461,43.008425
540,18722,110459342163,-87.960461,43.008425
541,5567,110459346311,-87.9747,42.962222
542,24487,110459337177,-87.9747,42.962222
543,5568,110459346311,-87.977123,42.962303
544,28617,110459337239,-87.977123,42.962303
545,5572,110556859870,-88.068429,42.986187
546,25568,1103716903281,-88.068429,42.986187
547,5573,1104493900457,-88.05782,43.089351
548,5574,1104493900457,-88.05782,43.089351
549,5582,1102968800562,-88.000923,43.049752
550,33241,110459337739,-88.000923,43.049752
551,5604,110459348962,-88.037979,42.998833
552,13644,1102968789187,-88.037979,42.998833
553,5605,110459348892,-88.030822,42.997235
554,8839,110459346379,-88.030822,42.997235
555,5605,110459348892,-88.03093,42.998654
556,25928,110459338399,-88.03093,42.998654
557,5612,1102213929716,-88.017456,43.040411
558,6571,110459344270,-88.017456,43.040411
559,5615,1104469989749,-88.035467,43.048901
560,7942,1104469989750,-88.035467,43.048901
561,5615,1104469989749,-88.034085,43.045082
562,12005,1102968768056,-88.034085,43.045082
563,5618,110459349202,-88.03406,43.038355
564,14820,1102968794280,-88.03406,43.038355
565,5621,110459335686,-88.044467,43.020994
566,6576,110459335687,-88.044467,43.020994
567,5624,1102209738434,-88.03447658,43.015737
568,5625,1102209738434,-88.03447658,43.015737
569,5624,1102209738434,-88.034481,43.01528
570,27021,1103724347232,-88.034481,43.01528
571,5625,1102209738434,-88.034144,43.015902
572,10459,110459343988,-88.034144,43.015902
573,5640,1102328068993,-87.91877501,43.02112321
574,5641,1102328068993,-87.91877501,43.02112321
575,5645,110459348802,-87.986822,43.068032
576,11479,110459341126,-87.986822,43.068032
577,5645,110459348802,-87.986901,43.068032
578,13541,1102968797861,-87.986901,43.068032
579,5646,110459349204,-87.935624,43.118772
580,6595,110459349093,-87.935624,43.118772
581,5647,1105089448070,-87.91650304,43.006708
582,5648,1105089448070,-87.91650304,43.006708
583,5648,1105089448070,-87.91650704,43.006366
584,5649,1105089448070,-87.91650704,43.006366
585,5648,1105089448070,-87.916506,43.006481
586,17424,1102213918790,-87.916506,43.006481
587,5654,1102382666807,-87.949456,43.090658
588,35540,110459336656,-87.949456,43.090658
589,5661,110459349153,-87.930519,43.030726
590,28819,110459341381,-87.930519,43.030726
591,5692,1105089448442,-87.924002,43.034719
592,8425,1104474218421,-87.924002,43.034719
593,5693,1104474218194,-87.922813,43.034711
594,8421,1104474218421,-87.922813,43.034711
595,5694,1105089448447,-87.924167,43.036694
596,5695,1105089448447,-87.924167,43.036694
597,5695,1105089448447,-87.92428293,43.03609896
598,5696,1105089448447,-87.92428293,43.03609896
599,5696,1105089448447,-87.92444193,43.03588294
600,5697,1105089448447,-87.92444193,43.03588294
601,5723,1105089475270,-87.934828,42.962679
602,5727,1105089475270,-87.934828,42.962679
603,5723,1105089475270,-87.934807,42.962736
604,6801,1105089475155,-87.934807,42.962736
605,5724,1105089475270,-87.93500932,42.96071103
606,5725,1105089475270,-87.93500932,42.96071103
607,5725,1105089475270,-87.935021,42.960562
608,6533,1105089469134,-87.935021,42.960562
609,5754,1105089087060,-87.927806,42.941265
610,5755,1105089005758,-87.927806,42.941265
611,5757,1102210469954,-87.932515,43.049949
612,17491,110459341145,-87.932515,43.049949
613,5772,1102213780285,-87.946299,43.155689
614,7727,1102213792672,-87.946299,43.155689
615,5776,1104469990592,-87.955066,43.158791
616,7826,1105319642165,-87.955066,43.158791
617,5789,1102328019831,-88.032836,43.02841
618,7726,1104745454490,-88.032836,43.02841
619,5812,1105078424210,-87.934519,42.930292
620,14762,1105319714276,-87.934519,42.930292
621,5963,110459342382,-88.026075,42.88818
622,28273,110459338249,-88.026075,42.88818
623,6065,110459348752,-87.933177,43.153805
624,29954,110459344059,-87.933177,43.153805
625,6106,1102209748240,-88.017741,42.900236
626,7101,110459347577,-88.017741,42.900236
627,6115,110459347697,-87.970641,42.909288
628,16154,110459347330,-87.970641,42.909288
629,6124,1102213789427,-88.035016,42.883418
630,16288,1102213795277,-88.035016,42.883418
631,6136,110459348737,-87.933389,43.146855
632,34867,110459347448,-87.933389,43.146855
633,6136,110459348737,-87.932087,43.146734
634,36962,110459346502,-87.932087,43.146734
635,6144,110459347319,-87.994242,42.949723
636,7252,110459348070,-87.994242,42.949723
637,6173,110459347658,-88.022052,42.93671
638,27453,110459347659,-88.022052,42.93671
639,6240,1104469156737,-87.972073,43.040573
640,31042,110459337112,-87.972073,43.040573
641,6254,110459349282,-88.038914,42.966405
642,18049,1102213935294,-88.038914,42.966405
643,6256,110459341486,-87.911747,42.873733
644,29295,110459342752,-87.911747,42.873733
645,6300,1105089458566,-87.939671,42.91633
646,9671,1102328481427,-87.939671,42.91633
647,6301,110459340745,-88.05799,43.147868
648,17816,110459347213,-88.05799,43.147868
