OBJECTID,LINEARID,FULLNAME,RTTYP,MTFCC,LatStart,LongStart,LatEnd,LongEnd,SegLength,Shape_Length
15202,1102213788682,W Clarke St,M,S1400,43.066171,-87.988629,43.065924,-88.027515,3464.286092,0.001234999
15203,1102213788682,W Clarke St,M,S1400,43.066171,-87.988629,43.065924,-88.027515,3464.286092,0.00112901
15204,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001160892
15205,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001122005
15206,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001347007
15207,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001112002
15208,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001362009
15209,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001362003
15210,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001122003
15211,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001123009
15212,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.00123501
15213,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001113003
15214,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001413007
15215,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001347009
15216,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001235001
15217,1102213930498,W Lloyd St,M,S1400,43.0571,-87.987555,43.05691,-88.004799,1540.555631,0.001216008
15218,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.000641004
15219,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.001122024
15220,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.001218027
15221,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.001229035
15222,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.001122029
15223,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.001174003
15224,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.001175005
15225,110459343906,W Mineral St,M,S1400,43.020887,-87.982404,43.020845,-87.992171,870.6904902,0.002086005
15226,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.000642005
15227,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.00112203
15228,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.001218027
15229,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.001229035
15230,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.001027026
15231,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.001121023
15232,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.001174003
15233,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.001174005
15234,110459347907,W Washington St,M,S1400,43.020064,-87.9824,43.020015,-87.993194,962.258385,0.002087005
15235,110459346606,W Mitchell St,M,S1400,43.011997,-88.027113,43.011559,-88.032049,456.7058756,0.002985208
15236,110459346606,W Mitchell St,M,S1400,43.011997,-88.027113,43.011559,-88.032049,456.7058756,0.002057015
15237,110459340071,W Grant St,M,S1400,43.003563,-88.032093,43.00354,-88.03456,219.9985399,0.001234054
15238,110459340071,W Grant St,M,S1400,43.003563,-88.032093,43.00354,-88.03456,219.9985399,0.00123306
15239,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001372031
15240,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001178022
15241,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001177022
15242,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001358024
15243,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.000729014
15244,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001391024
15245,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001179019
15246,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.000450013
15247,110459343990,W Orchard St,M,S1400,43.014085,-88.017088,43.014027,-88.027101,892.7284756,0.001179021
15248,110459344243,W Vincent Pl,M,S1400,43.015531,-88.023164,43.015518,-88.025487,207.1063069,0.001179021
15249,110459344243,W Vincent Pl,M,S1400,43.015531,-88.023164,43.015518,-88.025487,207.1063069,0.001144021
15250,110459342744,W Burnham St,M,S1400,43.010485,-88.001449,43.010315,-88.0038,229.2743706,0.001174009
15251,110459342744,W Burnham St,M,S1400,43.010485,-88.001449,43.010315,-88.0038,229.2743706,0.001338033
15252,110459342460,W Walker St,M,S1400,43.022698,-87.982412,43.022688,-87.987292,435.0123727,0.000641004
15253,110459342460,W Walker St,M,S1400,43.022698,-87.982412,43.022688,-87.987292,435.0123727,0.001174004
15254,110459342460,W Walker St,M,S1400,43.022698,-87.982412,43.022688,-87.987292,435.0123727,0.001174003
15255,110459342460,W Walker St,M,S1400,43.022698,-87.982412,43.022688,-87.987292,435.0123727,0.001891005
15256,110459343828,W Madison St,M,S1400,43.018412,-87.985383,43.018369,-87.993187,695.7303189,0.002089008
15257,110459343828,W Madison St,M,S1400,43.018412,-87.985383,43.018369,-87.993187,695.7303189,0.001122029
15258,110459343828,W Madison St,M,S1400,43.018412,-87.985383,43.018369,-87.993187,695.7303189,0.001218028
15259,110459343828,W Madison St,M,S1400,43.018412,-87.985383,43.018369,-87.993187,695.7303189,0.001227027
15260,110459343828,W Madison St,M,S1400,43.018412,-87.985383,43.018369,-87.993187,695.7303189,0.001026025
15261,110459343828,W Madison St,M,S1400,43.018412,-87.985383,43.018369,-87.993187,695.7303189,0.001122024
15262,110459347719,W Livingston Ter,M,S1400,43.006387,-87.996799,43.006398,-87.997411,54.76981142,0.000613219
15263,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000819088
15264,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.003309073
15265,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001227133
15266,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001076003
15267,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.00026703
15268,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001201003
15269,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.010064145
15270,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001721002
15271,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001185017
15272,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000775064
15273,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000139024
15274,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001222163
15275,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001184005
15276,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000715087
15277,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001467002
15278,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001188
15279,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001634136
15280,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001308112
15281,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001311111
15282,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001871167
15283,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000471071
15284,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.002398002
15285,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000609006
15286,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001195004
15287,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001354005
15288,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001291101
15289,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.00044304
15290,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.003549674
15291,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,1.66433E-05
15292,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001200167
15293,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001302187
15294,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001466038
15295,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001201002
15296,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001351005
15297,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001364002
15298,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001287113
15299,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001061002
15300,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001448602
15301,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000484
15302,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001316009
15303,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001059068
15304,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001175002
15305,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001740012
15306,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001167008
15307,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000730003
15308,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001100002
15309,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001186
15310,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000437004
15311,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000992012
15312,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001169017
15313,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001014012
15314,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000742001
15315,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001159001
15316,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001185002
15317,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001174005
15318,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000151017
15319,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001081016
15320,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001485023
15321,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001185
15322,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001436001
15323,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000703014
15324,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000537011
15325,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000138708
15326,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001210008
15327,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001231007
15328,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.000200012
15329,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001010006
15330,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.00024401
15331,1102968780442,W Hampton Ave,M,S1400,43.104589,-87.954702,43.10488,-88.040884,7683.68581,0.001131011
15332,1102209733340,W Rochelle Ave,M,S1400,43.147382,-88.021805,43.147152,-88.022156,41.9951315,0.000420421
15333,110459346159,W Cheyenne Ct,M,S1400,43.143041,-88.024373,43.143038,-88.025298,82.29549928,0.000925006
15334,110459341104,W Casper St,M,S1400,43.140532,-88.01054,43.139761,-88.014852,406.3880201,0.001125038
15335,110459341104,W Casper St,M,S1400,43.140532,-88.01054,43.139761,-88.014852,406.3880201,0.003328842
15336,110459342941,W Glenway Ct,M,S1400,43.090843,-88.049552,43.090637,-88.051048,138.9061166,0.001531939
15337,110459347097,W Courtland Ave,M,S1400,43.103626,-88.037587,43.103605,-88.040792,285.3346071,0.00166604
15338,110459347097,W Courtland Ave,M,S1400,43.103626,-88.037587,43.103605,-88.040792,285.3346071,0.001539035
15339,110459347767,W Park Ridge Ave,M,S1400,43.086057,-88.040771,43.085351,-88.041658,117.2581291,0.001139767
15340,110459346412,W Hillside Ave,M,S1400,43.084593,-88.04428,43.086359,-88.042058,293.0039573,0.00284885
15341,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001338174
15342,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.000578017
15343,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001138065
15344,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.002471044
15345,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.0011131
15346,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001118065
15347,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001105159
15348,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001120066
15349,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001107066
15350,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001117066
15351,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001272026
15352,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001147064
15353,1102213925803,W Keefe Ave,M,S1400,43.082757,-88.025141,43.082252,-88.040806,1408.627135,0.001127065
15354,1102968799351,W Meinecke Ave,M,S1400,43.062008,-88.058827,43.062883,-88.061557,266.0663373,0.001275999
15355,1102968799351,W Meinecke Ave,M,S1400,43.062008,-88.058827,43.062883,-88.061557,266.0663373,0.000206592
15356,1102968799351,W Meinecke Ave,M,S1400,43.062008,-88.058827,43.062883,-88.061557,266.0663373,0.001388573
15357,110459347341,W McKinley Blvd,M,S1400,43.047805,-87.990869,43.047807,-87.991972,98.28325282,0.001103003
15358,1102213798576,W Honey Creek Pkwy,M,S1400,43.042045,-87.989386,43.044769,-87.998312,899.0521107,0.005269684
15359,1102213798576,W Honey Creek Pkwy,M,S1400,43.042045,-87.989386,43.044769,-87.998312,899.0521107,0.001002497
15360,1102213798576,W Honey Creek Pkwy,M,S1400,43.042045,-87.989386,43.044769,-87.998312,899.0521107,0.003314284
15361,110459341777,W Lisbon Ave,M,S1400,43.08905,-88.064151,43.090126,-88.066391,238.6754105,0.00248647
15362,110459345939,W Chambers St,M,S1400,43.072412,-88.062283,43.072817,-88.066635,408.8579632,0.001667308
15363,110459345939,W Chambers St,M,S1400,43.072412,-88.062283,43.072817,-88.066635,408.8579632,0.001428144
15364,110459345939,W Chambers St,M,S1400,43.072412,-88.062283,43.072817,-88.066635,408.8579632,0.001394148
15365,110459343919,W Montana Ave,M,S1400,42.993541,-88.049864,42.993569,-88.051979,188.6541951,0.000859085
15366,110459343919,W Montana Ave,M,S1400,42.993541,-88.049864,42.993569,-88.051979,188.6541951,0.001256103
15367,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001233035
15368,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001410046
15369,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001068032
15370,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001224033
15371,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001121036
15372,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001233035
15373,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001183037
15374,110459343921,W Montana Ave,M,S1400,42.993188,-88.027365,42.993114,-88.037071,865.6688975,0.001234043
15375,110459346900,W Wildwood Ct,M,S1400,42.991253,-88.036126,42.991324,-88.037102,87.47286525,0.000978581
15376,110459347357,W Mequanigo Dr,M,S1400,42.994322,-88.048326,42.993674,-88.049197,114.0780698,0.00112122
15377,1102213935498,W Hayes Ave,M,S1400,43.001432,-88.027185,43.0014,-88.031648,397.995751,0.001434046
15378,1102213935498,W Hayes Ave,M,S1400,43.001432,-88.027185,43.0014,-88.031648,397.995751,0.00078602
15379,1102213935498,W Hayes Ave,M,S1400,43.001432,-88.027185,43.0014,-88.031648,397.995751,0.001202027
15380,1102213935498,W Hayes Ave,M,S1400,43.001432,-88.027185,43.0014,-88.031648,397.995751,0.001041032
15381,110459342976,W Harding Pl,M,S1400,42.996387,-88.030669,42.996357,-88.03444,336.3158617,0.001713067
15382,110459342976,W Harding Pl,M,S1400,42.996387,-88.030669,42.996357,-88.03444,336.3158617,0.002058057
15383,110459346387,W Harrison Pl,M,S1400,42.998629,-88.024774,42.99862,-88.027248,220.6250841,0.001140009
15384,110459346387,W Harrison Pl,M,S1400,42.998629,-88.024774,42.99862,-88.027248,220.6250841,0.001334011
15385,110459339818,W Boone Ave,M,S1400,42.993507,-88.020471,42.993106,-88.023108,247.4811548,0.002713441
15386,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.002517076
15387,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.002322648
15388,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.001231043
15389,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.004971686
15390,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.001261462
15391,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.002363639
15392,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.002487339
15393,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.001234003
15394,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.001274003
15395,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.00124124
15396,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.002493137
15397,110459348677,W Kinnickinnic River Pkwy,M,S1400,42.990138,-87.995166,42.990641,-87.995175,2205.714093,0.001229017
15398,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001486914
15399,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000837001
15400,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001360915
15401,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001014072
15402,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001443333
15403,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000194618
15404,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.0014422
15405,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000305
15406,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.0003086
15407,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001307019
15408,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001529256
15409,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.003246104
15410,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.00295153
15411,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.00064007
15412,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.00323471
15413,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001296751
15414,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000779273
15415,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.00161752
15416,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.002288839
15417,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.002020437
15418,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.002120925
15419,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000367491
15420,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.002193876
15421,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000435459
15422,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.00286293
15423,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001573543
15424,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.003024167
15425,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001838141
15426,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.002728722
15427,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.001323936
15428,1104492896833,W Fond du Lac Ave,M,S1200,43.075982,-87.958505,43.10608,-87.996853,5003.736072,0.000981269
15429,110459341570,W Helena St,M,S1400,43.145704,-87.95712,43.145722,-87.960024,258.3584778,0.001172022
15430,110459341570,W Helena St,M,S1400,43.145704,-87.95712,43.145722,-87.960024,258.3584778,0.001732037
15431,110459343865,W Medford Ave,M,S1400,43.121502,-88.018321,43.123199,-88.020486,282.1953165,0.001486198
15432,110459343865,W Medford Ave,M,S1400,43.121502,-88.018321,43.123199,-88.020486,282.1953165,0.001264632
15433,110459341011,W Bender Ave,M,S1400,43.132341,-88.007254,43.132805,-88.015671,765.9786485,0.003389072
15434,110459341011,W Bender Ave,M,S1400,43.132341,-88.007254,43.132805,-88.015671,765.9786485,0.001069284
15435,110459341011,W Bender Ave,M,S1400,43.132341,-88.007254,43.132805,-88.015671,765.9786485,0.004066493
15436,110459347301,W Lancaster Ave,M,S1400,43.110479,-88.015933,43.11015,-88.022663,601.658209,0.00100956
15437,110459347301,W Lancaster Ave,M,S1400,43.110479,-88.015933,43.11015,-88.022663,601.658209,0.004460718
15438,110459347301,W Lancaster Ave,M,S1400,43.110479,-88.015933,43.11015,-88.022663,601.658209,0.00127539
15439,110459343061,W Kathryn Ave,M,S1400,43.111354,-88.007541,43.108629,-88.013747,676.4677586,0.001159009
15440,110459343061,W Kathryn Ave,M,S1400,43.111354,-88.007541,43.108629,-88.013747,676.4677586,0.00137528
15441,110459343061,W Kathryn Ave,M,S1400,43.111354,-88.007541,43.108629,-88.013747,676.4677586,0.001437523
15442,110459343061,W Kathryn Ave,M,S1400,43.111354,-88.007541,43.108629,-88.013747,676.4677586,0.002044428
