OBJECTID,LINEARID,FULLNAME,RTTYP,MTFCC,LatStart,LongStart,LatEnd,LongEnd,SegLength,Shape_Length
1897,1104486751066,US Hwy 45,U,S1200,42.862612,-88.069761,42.843323,-88.069924,2343.842534,0.014878334
1898,1105061266466,55089,M,S1400,43.192386,-87.956107,43.192421,-87.957721,144.1629656,0.001618288
1899,1105072858243, , ,S1630,43.175649,-87.916538,43.177433,-87.917408,584.1533687,0.002663586
1900,1105072858243, , ,S1630,43.175649,-87.916538,43.177433,-87.917408,584.1533687,0.002775871
1901,110459346438,Iroquois Rd,M,S1400,43.177648,-87.910776,43.177656,-87.911512,65.45025528,0.000736045
1902,110459348754, , ,S1400,43.185342,-87.891758,43.186208,-87.891286,113.2776658,0.000986308
1903,1104470486945,State Hwy 32,S,S1200,43.175453,-87.895436,43.17658,-87.897355,242.1543972,0.000858199
1904,1104470486945,State Hwy 32,S,S1200,43.175453,-87.895436,43.17658,-87.897355,242.1543972,0.000909856
1905,1104470486945,State Hwy 32,S,S1200,43.175453,-87.895436,43.17658,-87.897355,242.1543972,0.000657292
1906,1102209743666, , ,S1400,43.19105,-87.964514,43.191059,-87.964118,35.23057263,0.000198162
1907,1102209743666, , ,S1400,43.19105,-87.964514,43.191059,-87.964118,35.23057263,0.000198002
1908,110459344129,Service Rd,M,S1400,43.170708,-87.969987,43.170699,-87.973255,290.615107,0.003268013
1909,110459344120,Service Rd,M,S1400,43.170412,-87.974481,43.177208,-87.974545,851.7781717,0.002879635
1910,110459344120,Service Rd,M,S1400,43.170412,-87.974481,43.177208,-87.974545,851.7781717,0.004211192
1911,1104492705264, , ,S1400,43.170962,-87.964194,43.171533,-87.962858,169.7844542,0.00168226
1912,110459344125,Service Rd,M,S1400,43.156352,-87.96568,43.159555,-87.965583,389.2461186,0.003204469
1913,1104487254686, , ,S1630,43.179064,-87.961347,43.178441,-87.959556,183.556612,0.00194993
1914,110459347763,Park Plaza Ct,M,S1400,43.181029,-87.991775,43.181037,-87.992047,154.9055778,0.000522512
1915,110459347763,Park Plaza Ct,M,S1400,43.181029,-87.991775,43.181037,-87.992047,154.9055778,0.000951259
1916,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001214658
1917,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002501567
1918,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001865782
1919,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001387185
1920,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.007758604
1921,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.004035921
1922,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00025165
1923,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001314344
1924,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000944917
1925,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002582515
1926,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.003442978
1927,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001794955
1928,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002435084
1929,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000899029
1930,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002012831
1931,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00310087
1932,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001080577
1933,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00181574
1934,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000877999
1935,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000886651
1936,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001103003
1937,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000878134
1938,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002387064
1939,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.005222163
1940,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.003471682
1941,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000838388
1942,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00081964
1943,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000464558
1944,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002014753
1945,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001491564
1946,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000651157
1947,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00194366
1948,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002311973
1949,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000897065
1950,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001513647
1951,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000693226
1952,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000888518
1953,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000900389
1954,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000897064
1955,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00205796
1956,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000898234
1957,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00128644
1958,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001028482
1959,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000969809
1960,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00088665
1961,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000885663
1962,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000898238
1963,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000885662
1964,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.005053143
1965,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000910269
1966,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.003999828
1967,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000898232
1968,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000897286
1969,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000879259
1970,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00087826
1971,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001013445
1972,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000917316
1973,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000893325
1974,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000896464
1975,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00100048
1976,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000826242
1977,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000170044
1978,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000879405
1979,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000885809
1980,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002477959
1981,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001730019
1982,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001800449
1983,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.003753002
1984,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001058016
1985,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002926092
1986,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001972028
1987,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.003222041
1988,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000878208
1989,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001066273
1990,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001392015
1991,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00101502
1992,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002147983
1993,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001116602
1994,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00083808
1995,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000841743
1996,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000539119
1997,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000569775
1998,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001002223
1999,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.0020195
2000,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001654981
2001,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002608096
2002,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000733298
2003,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001397572
2004,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00244458
2005,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000769474
2006,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.005674631
2007,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001246921
2008,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002415005
2009,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.004457579
2010,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001994072
2011,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002524007
2012,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000974887
2013,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001746654
2014,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001053249
2015,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000472653
2016,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000176667
2017,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000928776
2018,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001404184
2019,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000129712
2020,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000897064
2021,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001613742
2022,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001043359
2023,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,8.63539E-05
2024,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000429537
2025,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000852776
2026,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000705142
2027,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000848006
2028,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001763347
2029,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000916011
2030,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000971189
2031,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000878228
2032,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000903162
2033,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000878208
2034,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000897228
2035,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000917011
2036,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.003976819
2037,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000971188
2038,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000211047
2039,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000874167
2040,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,6.90362E-05
2041,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000903011
2042,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000916011
2043,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001885338
2044,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000878233
2045,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000878166
2046,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000929576
2047,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001051019
2048,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001031019
2049,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001888119
2050,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001026019
2051,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000427234
2052,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,6.33879E-05
2053,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001007718
2054,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001428235
2055,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001019016
2056,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001548796
2057,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00104114
2058,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000981254
2059,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001201226
2060,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000630017
2061,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001043767
2062,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000828349
2063,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.0009178
2064,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000980051
2065,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000394957
2066,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001046139
2067,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000713855
2068,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001094572
2069,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000434068
2070,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001210478
2071,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001295663
2072,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000222509
2073,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000663005
2074,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000317008
2075,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000731015
2076,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000613417
2077,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000540958
2078,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000846966
2079,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001259082
2080,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000615454
2081,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000839182
2082,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00057015
2083,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001253182
2084,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000254951
2085,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001026169
2086,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001102928
2087,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.002027126
2088,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,7.88732E-05
2089,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001419656
2090,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00446131
2091,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001203527
2092,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000457347
2093,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001447213
2094,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001208373
2095,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000313536
2096,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001047215
2097,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000761051
2098,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000901636
2099,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000346481
2100,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000121343
2101,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000869592
2102,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000202475
2103,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00293532
2104,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000451691
2105,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000120934
2106,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001146322
2107,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000616586
2108,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.000721649
2109,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001032181
2110,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001228707
2111,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.001137685
2112,1104492324040,State Hwy 32,S,S1200,43.041096,-87.908084,42.842297,-87.85278,29166.76918,0.00124481
2113,1102213792992,College Ave,M,S1400,42.930013,-87.870302,42.930017,-87.872224,171.5891015,0.000279007
2114,1102213792992,College Ave,M,S1400,42.930013,-87.870302,42.930017,-87.872224,171.5891015,0.000913003
2115,1102213792992,College Ave,M,S1400,42.930013,-87.870302,42.930017,-87.872224,171.5891015,0.000730003
2116,110459346295,Fox Dale Ct,M,S1400,43.142343,-87.904361,43.143344,-87.903455,165.9747146,0.001562945
2117,110459348918, , ,S1400,43.161393,-87.889749,43.162055,-87.889754,80.43186861,0.000662026
2118,110459343976,Oakwood Dr,M,S1400,42.918689,-88.060955,42.91901,-88.066241,486.8924486,0.005377399
2119,110459345674,Brenwood Dr,M,S1400,42.892277,-88.033786,42.891249,-88.031381,248.9503507,0.000206671
2120,110459345674,Brenwood Dr,M,S1400,42.892277,-88.033786,42.891249,-88.031381,248.9503507,0.002412163
2121,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.013735391
2122,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.002312215
2123,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.00021783
2124,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.002824462
2125,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.001320223
2126,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.00465171
2127,110459339122,100th St,M,S1200,42.87259,-88.019635,42.891053,-88.039422,2937.278777,0.002730078
2128,110459346684,Parkview Ct,M,S1400,42.918363,-87.999187,42.91918,-87.998372,152.3949808,0.001435766
2129,1105319714297, , ,S1400,42.929652,-87.965402,42.929248,-87.965594,52.40078724,0.000452651
2130,110459344131,Service Rd,M,S1400,42.886812,-88.018093,42.886806,-88.019768,149.6424919,0.001675012
2131,1102968792409,Forest Meadows Dr,M,S1400,42.901608,-88.018873,42.894364,-88.017626,899.6995029,0.001659481
2132,1102968792409,Forest Meadows Dr,M,S1400,42.901608,-88.018873,42.894364,-88.017626,899.6995029,0.002522645
2133,1102968792409,Forest Meadows Dr,M,S1400,42.901608,-88.018873,42.894364,-88.017626,899.6995029,0.000952278
2134,1102968792409,Forest Meadows Dr,M,S1400,42.901608,-88.018873,42.894364,-88.017626,899.6995029,0.001023018
2135,1102968792409,Forest Meadows Dr,M,S1400,42.901608,-88.018873,42.894364,-88.017626,899.6995029,0.00130398
2136,1102968792409,Forest Meadows Dr,M,S1400,42.901608,-88.018873,42.894364,-88.017626,899.6995029,7.37904E-05
2137,1103663293084,W Jerelin Dr,M,S1400,42.920897,-87.9677,42.920386,-87.963496,385.0069194,0.004263447
2138,110459343042,Jerelin Dr,M,S1400,42.920386,-87.963496,42.919581,-87.960303,328.6137596,0.003467475
2139,1104492562140,State Hwy 57,S,S1200,43.117675,-87.934515,43.149624,-87.938982,4073.329665,0.001311735
2140,1104492562140,State Hwy 57,S,S1200,43.117675,-87.934515,43.149624,-87.938982,4073.329665,0.000535327
2141,1104492562140,State Hwy 57,S,S1200,43.117675,-87.934515,43.149624,-87.938982,4073.329665,0.000629163
2142,1104492562140,State Hwy 57,S,S1200,43.117675,-87.934515,43.149624,-87.938982,4073.329665,0.002836037
